Overriding config with config/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.65M
num decayed parameter tensors: 32, with 10,740,096 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 830: loss 1.3059, time 73.70ms, mfu 4.83%
iter 840: loss 1.2779, time 73.61ms, mfu 4.85%
iter 850: loss 1.2772, time 73.59ms, mfu 4.87%
iter 860: loss 1.2944, time 73.60ms, mfu 4.89%
iter 870: loss 1.2947, time 73.60ms, mfu 4.91%
iter 880: loss 1.3001, time 73.60ms, mfu 4.92%
iter 890: loss 1.2729, time 73.62ms, mfu 4.94%
iter 900: loss 1.2729, time 73.61ms, mfu 4.95%
iter 910: loss 1.2705, time 73.59ms, mfu 4.96%
iter 920: loss 1.2727, time 73.63ms, mfu 4.97%
iter 930: loss 1.2565, time 73.61ms, mfu 4.98%
iter 940: loss 1.2750, time 73.62ms, mfu 4.99%
iter 950: loss 1.2318, time 73.52ms, mfu 5.00%
iter 960: loss 1.2028, time 73.62ms, mfu 5.00%
iter 970: loss 1.2406, time 73.60ms, mfu 5.01%
iter 980: loss 1.2306, time 73.59ms, mfu 5.01%
iter 990: loss 1.2569, time 73.60ms, mfu 5.02%
step 1000: train loss 1.1927, val loss 1.4816
saving checkpoint to out-shakespeare-char
iter 1000: loss 1.2550, time 8466.42ms, mfu 4.52%
iter 1010: loss 1.2131, time 73.67ms, mfu 4.58%
iter 1020: loss 1.2262, time 73.60ms, mfu 4.62%
iter 1030: loss 1.2401, time 73.60ms, mfu 4.67%
iter 1040: loss 1.1871, time 73.60ms, mfu 4.71%
iter 1050: loss 1.2174, time 73.60ms, mfu 4.74%
iter 1060: loss 1.2019, time 73.58ms, mfu 4.78%
iter 1070: loss 1.2027, time 73.60ms, mfu 4.80%
iter 1080: loss 1.2444, time 73.66ms, mfu 4.83%
iter 1090: loss 1.2186, time 73.60ms, mfu 4.85%
iter 1100: loss 1.1835, time 73.61ms, mfu 4.87%
iter 1110: loss 1.2136, time 73.60ms, mfu 4.89%
iter 1120: loss 1.2109, time 73.59ms, mfu 4.91%
iter 1130: loss 1.1955, time 73.59ms, mfu 4.93%
iter 1140: loss 1.1717, time 73.70ms, mfu 4.94%
iter 1150: loss 1.1805, time 73.50ms, mfu 4.95%
iter 1160: loss 1.2066, time 73.59ms, mfu 4.96%
iter 1170: loss 1.1433, time 73.60ms, mfu 4.97%
iter 1180: loss 1.1509, time 73.61ms, mfu 4.98%
iter 1190: loss 1.1961, time 73.57ms, mfu 4.99%
iter 1200: loss 1.1597, time 73.60ms, mfu 5.00%
iter 1210: loss 1.2249, time 73.60ms, mfu 5.00%
iter 1220: loss 1.1754, time 73.60ms, mfu 5.01%
iter 1230: loss 1.2044, time 73.62ms, mfu 5.01%
iter 1240: loss 1.1312, time 73.60ms, mfu 5.02%
step 1250: train loss 1.1221, val loss 1.4729
saving checkpoint to out-shakespeare-char
iter 1250: loss 1.1509, time 8493.53ms, mfu 4.52%
iter 1260: loss 1.1596, time 73.86ms, mfu 4.57%
iter 1270: loss 1.1523, time 73.78ms, mfu 4.62%
iter 1280: loss 1.1487, time 73.82ms, mfu 4.66%
iter 1290: loss 1.1764, time 73.87ms, mfu 4.70%
iter 1300: loss 1.1596, time 73.84ms, mfu 4.74%
iter 1310: loss 1.1557, time 73.84ms, mfu 4.77%
iter 1320: loss 1.1539, time 73.88ms, mfu 4.80%
iter 1330: loss 1.1257, time 73.82ms, mfu 4.82%
iter 1340: loss 1.1489, time 73.84ms, mfu 4.84%
iter 1350: loss 1.1286, time 73.77ms, mfu 4.86%
iter 1360: loss 1.1638, time 73.81ms, mfu 4.88%
iter 1370: loss 1.1473, time 73.80ms, mfu 4.90%
iter 1380: loss 1.1770, time 73.79ms, mfu 4.91%
iter 1390: loss 1.1053, time 73.80ms, mfu 4.93%
iter 1400: loss 1.0746, time 73.82ms, mfu 4.94%
iter 1410: loss 1.1210, time 73.80ms, mfu 4.95%
iter 1420: loss 1.1315, time 73.80ms, mfu 4.96%
iter 1430: loss 1.1267, time 73.80ms, mfu 4.97%
iter 1440: loss 1.1181, time 73.80ms, mfu 4.98%
iter 1450: loss 1.1067, time 73.86ms, mfu 4.98%
iter 1460: loss 1.1098, time 73.83ms, mfu 4.99%
iter 1470: loss 1.1076, time 73.82ms, mfu 5.00%
iter 1480: loss 1.1283, time 73.79ms, mfu 5.00%
iter 1490: loss 1.1118, time 73.88ms, mfu 5.01%
step 1500: train loss 1.0525, val loss 1.4792
iter 1500: loss 1.0999, time 8381.02ms, mfu 4.51%
iter 1510: loss 1.1004, time 73.80ms, mfu 4.56%
iter 1520: loss 1.1228, time 73.82ms, mfu 4.61%
iter 1530: loss 1.0737, time 73.82ms, mfu 4.66%
iter 1540: loss 1.0974, time 73.81ms, mfu 4.69%
iter 1550: loss 1.0989, time 73.83ms, mfu 4.73%
iter 1560: loss 1.0905, time 73.82ms, mfu 4.76%
iter 1570: loss 1.0773, time 73.81ms, mfu 4.79%
iter 1580: loss 1.0765, time 73.81ms, mfu 4.82%
iter 1590: loss 1.0782, time 73.84ms, mfu 4.84%
iter 1600: loss 1.1076, time 73.81ms, mfu 4.86%
iter 1610: loss 1.0768, time 73.79ms, mfu 4.88%
iter 1620: loss 1.0914, time 73.85ms, mfu 4.90%
iter 1630: loss 1.0581, time 73.82ms, mfu 4.91%
iter 1640: loss 1.0868, time 73.95ms, mfu 4.92%
iter 1650: loss 1.0625, time 73.82ms, mfu 4.94%
iter 1660: loss 1.0301, time 73.82ms, mfu 4.95%
iter 1670: loss 1.0411, time 73.77ms, mfu 4.96%
iter 1680: loss 1.0302, time 73.83ms, mfu 4.97%
iter 1690: loss 1.0417, time 73.87ms, mfu 4.97%
iter 1700: loss 1.0640, time 73.76ms, mfu 4.98%
iter 1710: loss 1.0442, time 73.80ms, mfu 4.99%
iter 1720: loss 1.0347, time 73.78ms, mfu 4.99%
iter 1730: loss 1.0582, time 73.77ms, mfu 5.00%
iter 1740: loss 1.0394, time 73.80ms, mfu 5.01%
step 1750: train loss 0.9824, val loss 1.5040
iter 1750: loss 1.0626, time 8384.94ms, mfu 4.51%
iter 1760: loss 1.0463, time 73.84ms, mfu 4.56%
iter 1770: loss 1.0464, time 73.85ms, mfu 4.61%
iter 1780: loss 1.0303, time 73.77ms, mfu 4.66%
iter 1790: loss 0.9879, time 73.82ms, mfu 4.69%
iter 1800: loss 1.0057, time 73.84ms, mfu 4.73%
iter 1810: loss 1.0283, time 73.82ms, mfu 4.76%
iter 1820: loss 1.0199, time 73.82ms, mfu 4.79%
iter 1830: loss 1.0138, time 73.81ms, mfu 4.82%
iter 1840: loss 1.0059, time 73.83ms, mfu 4.84%
iter 1850: loss 1.0112, time 73.81ms, mfu 4.86%
iter 1860: loss 0.9838, time 73.81ms, mfu 4.88%
iter 1870: loss 1.0213, time 73.81ms, mfu 4.90%
iter 1880: loss 0.9862, time 73.82ms, mfu 4.91%
iter 1890: loss 0.9963, time 73.83ms, mfu 4.92%
iter 1900: loss 1.0251, time 73.78ms, mfu 4.94%
iter 1910: loss 0.9875, time 73.80ms, mfu 4.95%
iter 1920: loss 1.0039, time 73.86ms, mfu 4.96%
iter 1930: loss 0.9645, time 73.83ms, mfu 4.97%
iter 1940: loss 0.9730, time 73.82ms, mfu 4.98%
iter 1950: loss 0.9885, time 73.78ms, mfu 4.98%
iter 1960: loss 0.9925, time 73.80ms, mfu 4.99%
iter 1970: loss 0.9716, time 73.80ms, mfu 5.00%
iter 1980: loss 0.9913, time 73.83ms, mfu 5.00%
iter 1990: loss 0.9393, time 73.81ms, mfu 5.01%
step 2000: train loss 0.9103, val loss 1.5581
iter 2000: loss 0.9774, time 8385.36ms, mfu 4.51%
iter 2010: loss 0.9584, time 73.81ms, mfu 4.56%
iter 2020: loss 0.9458, time 73.81ms, mfu 4.61%
iter 2030: loss 0.9485, time 73.80ms, mfu 4.66%
iter 2040: loss 0.9390, time 73.81ms, mfu 4.69%
iter 2050: loss 0.9335, time 73.83ms, mfu 4.73%
iter 2060: loss 0.9659, time 73.80ms, mfu 4.76%
iter 2070: loss 0.9499, time 73.84ms, mfu 4.79%
iter 2080: loss 0.9349, time 73.81ms, mfu 4.82%
iter 2090: loss 0.9268, time 73.77ms, mfu 4.84%
iter 2100: loss 0.9449, time 73.81ms, mfu 4.86%
iter 2110: loss 0.9242, time 73.82ms, mfu 4.88%
iter 2120: loss 0.9180, time 73.82ms, mfu 4.90%
iter 2130: loss 0.9198, time 73.83ms, mfu 4.91%
iter 2140: loss 0.9434, time 73.83ms, mfu 4.92%
iter 2150: loss 0.9464, time 73.77ms, mfu 4.94%
iter 2160: loss 0.9367, time 73.80ms, mfu 4.95%
iter 2170: loss 0.9026, time 73.83ms, mfu 4.96%
iter 2180: loss 0.9149, time 73.89ms, mfu 4.97%
iter 2190: loss 0.9017, time 73.82ms, mfu 4.97%
iter 2200: loss 0.8976, time 73.81ms, mfu 4.98%
iter 2210: loss 0.8771, time 73.81ms, mfu 4.99%
iter 2220: loss 0.9165, time 73.81ms, mfu 4.99%
iter 2230: loss 0.9138, time 73.83ms, mfu 5.00%
iter 2240: loss 0.9051, time 73.82ms, mfu 5.00%
step 2250: train loss 0.8209, val loss 1.6162
iter 2250: loss 0.8620, time 8375.37ms, mfu 4.51%
iter 2260: loss 0.9004, time 73.82ms, mfu 4.56%
iter 2270: loss 0.8770, time 73.81ms, mfu 4.61%
iter 2280: loss 0.8552, time 73.95ms, mfu 4.65%
iter 2290: loss 0.8604, time 73.83ms, mfu 4.69%
iter 2300: loss 0.9073, time 73.82ms, mfu 4.73%
iter 2310: loss 0.8938, time 73.79ms, mfu 4.76%
iter 2320: loss 0.8588, time 73.84ms, mfu 4.79%
iter 2330: loss 0.8656, time 73.83ms, mfu 4.82%
iter 2340: loss 0.8567, time 73.85ms, mfu 4.84%
iter 2350: loss 0.8476, time 73.78ms, mfu 4.86%
iter 2360: loss 0.8407, time 73.79ms, mfu 4.88%
iter 2370: loss 0.8702, time 73.84ms, mfu 4.90%
iter 2380: loss 0.8451, time 73.79ms, mfu 4.91%
iter 2390: loss 0.8502, time 73.80ms, mfu 4.92%
iter 2400: loss 0.8372, time 73.82ms, mfu 4.94%
iter 2410: loss 0.8485, time 73.82ms, mfu 4.95%
iter 2420: loss 0.8392, time 73.80ms, mfu 4.96%
iter 2430: loss 0.8230, time 73.81ms, mfu 4.97%
iter 2440: loss 0.8269, time 73.81ms, mfu 4.98%
iter 2450: loss 0.8163, time 73.83ms, mfu 4.98%
iter 2460: loss 0.8184, time 73.78ms, mfu 4.99%
iter 2470: loss 0.8346, time 73.79ms, mfu 5.00%
iter 2480: loss 0.8243, time 73.80ms, mfu 5.00%
iter 2490: loss 0.8272, time 73.91ms, mfu 5.00%
step 2500: train loss 0.7360, val loss 1.6843
iter 2500: loss 0.7941, time 8390.82ms, mfu 4.51%
iter 2510: loss 0.8137, time 73.83ms, mfu 4.56%
iter 2520: loss 0.8255, time 73.81ms, mfu 4.61%
iter 2530: loss 0.8232, time 73.79ms, mfu 4.65%
iter 2540: loss 0.8130, time 73.83ms, mfu 4.69%
iter 2550: loss 0.7955, time 73.78ms, mfu 4.73%
iter 2560: loss 0.7686, time 73.82ms, mfu 4.76%
iter 2570: loss 0.8115, time 73.78ms, mfu 4.79%
iter 2580: loss 0.7611, time 73.80ms, mfu 4.82%
iter 2590: loss 0.7940, time 73.81ms, mfu 4.84%
iter 2600: loss 0.7448, time 73.79ms, mfu 4.86%
iter 2610: loss 0.7978, time 73.81ms, mfu 4.88%
iter 2620: loss 0.7702, time 73.81ms, mfu 4.90%
iter 2630: loss 0.7689, time 73.77ms, mfu 4.91%
iter 2640: loss 0.7330, time 73.80ms, mfu 4.93%
iter 2650: loss 0.7755, time 73.80ms, mfu 4.94%
iter 2660: loss 0.7926, time 73.79ms, mfu 4.95%
iter 2670: loss 0.7249, time 73.81ms, mfu 4.96%
iter 2680: loss 0.7602, time 73.79ms, mfu 4.97%
iter 2690: loss 0.7470, time 73.87ms, mfu 4.98%
iter 2700: loss 0.7337, time 73.83ms, mfu 4.98%
iter 2710: loss 0.7274, time 73.81ms, mfu 4.99%
iter 2720: loss 0.7520, time 73.85ms, mfu 5.00%
iter 2730: loss 0.7456, time 73.82ms, mfu 5.00%
iter 2740: loss 0.7469, time 73.80ms, mfu 5.01%
step 2750: train loss 0.6572, val loss 1.7642
iter 2750: loss 0.7304, time 8379.55ms, mfu 4.51%
iter 2760: loss 0.7471, time 73.81ms, mfu 4.56%
iter 2770: loss 0.7391, time 73.83ms, mfu 4.61%
iter 2780: loss 0.7269, time 73.76ms, mfu 4.66%
iter 2790: loss 0.7040, time 73.80ms, mfu 4.69%
iter 2800: loss 0.7290, time 73.78ms, mfu 4.73%
iter 2810: loss 0.7203, time 73.82ms, mfu 4.76%
iter 2820: loss 0.7237, time 73.80ms, mfu 4.79%
iter 2830: loss 0.7200, time 73.82ms, mfu 4.82%
iter 2840: loss 0.7188, time 73.82ms, mfu 4.84%
iter 2850: loss 0.6938, time 73.83ms, mfu 4.86%
iter 2860: loss 0.7289, time 73.85ms, mfu 4.88%
iter 2870: loss 0.7097, time 73.84ms, mfu 4.90%
iter 2880: loss 0.6999, time 73.91ms, mfu 4.91%
iter 2890: loss 0.7088, time 73.79ms, mfu 4.92%
iter 2900: loss 0.7205, time 73.80ms, mfu 4.94%
iter 2910: loss 0.6637, time 73.80ms, mfu 4.95%
iter 2920: loss 0.6685, time 73.76ms, mfu 4.96%
iter 2930: loss 0.6913, time 73.79ms, mfu 4.97%
iter 2940: loss 0.6894, time 73.81ms, mfu 4.98%
iter 2950: loss 0.6782, time 73.82ms, mfu 4.98%
iter 2960: loss 0.6930, time 73.82ms, mfu 4.99%
iter 2970: loss 0.6462, time 73.82ms, mfu 5.00%
iter 2980: loss 0.6678, time 73.81ms, mfu 5.00%
iter 2990: loss 0.6640, time 73.81ms, mfu 5.01%
step 3000: train loss 0.5744, val loss 1.8588
iter 3000: loss 0.6643, time 8382.90ms, mfu 4.51%
iter 3010: loss 0.6786, time 73.85ms, mfu 4.56%
iter 3020: loss 0.6744, time 73.81ms, mfu 4.61%
iter 3030: loss 0.6463, time 73.83ms, mfu 4.65%
iter 3040: loss 0.6311, time 73.81ms, mfu 4.69%
iter 3050: loss 0.6530, time 73.79ms, mfu 4.73%
iter 3060: loss 0.6251, time 73.80ms, mfu 4.76%
iter 3070: loss 0.6545, time 73.83ms, mfu 4.79%
iter 3080: loss 0.6501, time 73.77ms, mfu 4.82%
iter 3090: loss 0.6537, time 73.84ms, mfu 4.84%
iter 3100: loss 0.6266, time 73.82ms, mfu 4.86%
iter 3110: loss 0.6454, time 73.75ms, mfu 4.88%
iter 3120: loss 0.6579, time 73.80ms, mfu 4.90%
iter 3130: loss 0.6294, time 73.82ms, mfu 4.91%
iter 3140: loss 0.6599, time 73.81ms, mfu 4.93%
iter 3150: loss 0.6379, time 73.79ms, mfu 4.94%
iter 3160: loss 0.6168, time 73.78ms, mfu 4.95%
iter 3170: loss 0.6208, time 73.87ms, mfu 4.96%
iter 3180: loss 0.6609, time 73.84ms, mfu 4.97%
iter 3190: loss 0.6293, time 73.85ms, mfu 4.98%
iter 3200: loss 0.6164, time 73.89ms, mfu 4.98%
iter 3210: loss 0.5837, time 73.81ms, mfu 4.99%
iter 3220: loss 0.5985, time 73.80ms, mfu 4.99%
iter 3230: loss 0.5868, time 73.81ms, mfu 5.00%
iter 3240: loss 0.5863, time 73.83ms, mfu 5.00%
step 3250: train loss 0.5006, val loss 1.9585
iter 3250: loss 0.5787, time 8394.75ms, mfu 4.51%
iter 3260: loss 0.6106, time 73.83ms, mfu 4.56%
iter 3270: loss 0.5977, time 73.79ms, mfu 4.61%
iter 3280: loss 0.5858, time 73.81ms, mfu 4.65%
iter 3290: loss 0.5780, time 73.81ms, mfu 4.69%
iter 3300: loss 0.6030, time 73.82ms, mfu 4.73%
iter 3310: loss 0.5830, time 73.82ms, mfu 4.76%
iter 3320: loss 0.5932, time 73.89ms, mfu 4.79%
iter 3330: loss 0.5989, time 73.82ms, mfu 4.82%
iter 3340: loss 0.5975, time 73.81ms, mfu 4.84%
iter 3350: loss 0.5784, time 73.74ms, mfu 4.86%
iter 3360: loss 0.5893, time 73.81ms, mfu 4.88%
iter 3370: loss 0.5644, time 73.80ms, mfu 4.90%
iter 3380: loss 0.5976, time 73.84ms, mfu 4.91%
iter 3390: loss 0.5942, time 73.78ms, mfu 4.92%
iter 3400: loss 0.5425, time 73.78ms, mfu 4.94%
iter 3410: loss 0.5596, time 73.84ms, mfu 4.95%
iter 3420: loss 0.5524, time 73.80ms, mfu 4.96%
iter 3430: loss 0.5540, time 73.82ms, mfu 4.97%
iter 3440: loss 0.5571, time 73.81ms, mfu 4.98%
iter 3450: loss 0.5607, time 73.82ms, mfu 4.98%
iter 3460: loss 0.5366, time 73.83ms, mfu 4.99%
iter 3470: loss 0.5742, time 73.80ms, mfu 5.00%
iter 3480: loss 0.5293, time 73.83ms, mfu 5.00%
iter 3490: loss 0.5543, time 73.89ms, mfu 5.00%
step 3500: train loss 0.4408, val loss 2.0502
iter 3500: loss 0.5352, time 8389.84ms, mfu 4.51%
iter 3510: loss 0.5428, time 73.82ms, mfu 4.56%
iter 3520: loss 0.5303, time 73.80ms, mfu 4.61%
iter 3530: loss 0.5351, time 73.77ms, mfu 4.66%
iter 3540: loss 0.5287, time 73.80ms, mfu 4.69%
iter 3550: loss 0.5441, time 73.82ms, mfu 4.73%
iter 3560: loss 0.5494, time 73.76ms, mfu 4.76%
iter 3570: loss 0.5184, time 73.80ms, mfu 4.79%
iter 3580: loss 0.5190, time 73.81ms, mfu 4.82%
iter 3590: loss 0.5408, time 73.80ms, mfu 4.84%
iter 3600: loss 0.5214, time 73.80ms, mfu 4.86%
iter 3610: loss 0.5435, time 73.84ms, mfu 4.88%
iter 3620: loss 0.5092, time 73.84ms, mfu 4.90%
iter 3630: loss 0.5082, time 73.81ms, mfu 4.91%
iter 3640: loss 0.5207, time 73.82ms, mfu 4.92%
iter 3650: loss 0.5169, time 73.86ms, mfu 4.94%
iter 3660: loss 0.5175, time 73.80ms, mfu 4.95%
iter 3670: loss 0.5039, time 73.94ms, mfu 4.96%
iter 3680: loss 0.5087, time 73.85ms, mfu 4.97%
iter 3690: loss 0.4988, time 73.86ms, mfu 4.97%
iter 3700: loss 0.5278, time 73.80ms, mfu 4.98%
iter 3710: loss 0.4993, time 73.82ms, mfu 4.99%
iter 3720: loss 0.4790, time 73.77ms, mfu 4.99%
iter 3730: loss 0.4859, time 73.83ms, mfu 5.00%
iter 3740: loss 0.4774, time 73.82ms, mfu 5.00%
step 3750: train loss 0.3803, val loss 2.1483
iter 3750: loss 0.4861, time 8366.97ms, mfu 4.51%
iter 3760: loss 0.4905, time 73.83ms, mfu 4.56%
iter 3770: loss 0.4908, time 73.83ms, mfu 4.61%
iter 3780: loss 0.4727, time 73.81ms, mfu 4.65%
iter 3790: loss 0.4792, time 73.84ms, mfu 4.69%
iter 3800: loss 0.4783, time 73.83ms, mfu 4.73%
iter 3810: loss 0.4898, time 73.78ms, mfu 4.76%
iter 3820: loss 0.4841, time 73.81ms, mfu 4.79%
iter 3830: loss 0.4835, time 73.81ms, mfu 4.82%
iter 3840: loss 0.4749, time 73.82ms, mfu 4.84%
iter 3850: loss 0.4744, time 73.82ms, mfu 4.86%
iter 3860: loss 0.4558, time 73.83ms, mfu 4.88%
iter 3870: loss 0.4942, time 73.81ms, mfu 4.90%
iter 3880: loss 0.4809, time 73.78ms, mfu 4.91%
iter 3890: loss 0.4607, time 73.83ms, mfu 4.92%
iter 3900: loss 0.4584, time 73.80ms, mfu 4.94%
iter 3910: loss 0.4806, time 73.81ms, mfu 4.95%
iter 3920: loss 0.4562, time 73.80ms, mfu 4.96%
iter 3930: loss 0.4525, time 73.85ms, mfu 4.97%
iter 3940: loss 0.4554, time 73.85ms, mfu 4.97%
iter 3950: loss 0.4457, time 73.82ms, mfu 4.98%
iter 3960: loss 0.4417, time 73.80ms, mfu 4.99%
iter 3970: loss 0.4454, time 73.81ms, mfu 4.99%
iter 3980: loss 0.4569, time 73.78ms, mfu 5.00%
