Overriding config with config/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.63M
num decayed parameter tensors: 38, with 10,726,272 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 830: loss 1.2823, time 79.95ms, mfu 4.44%
iter 840: loss 1.3274, time 79.94ms, mfu 4.46%
iter 850: loss 1.2854, time 79.94ms, mfu 4.48%
iter 860: loss 1.3090, time 79.97ms, mfu 4.50%
iter 870: loss 1.2881, time 79.97ms, mfu 4.51%
iter 880: loss 1.3419, time 79.97ms, mfu 4.53%
iter 890: loss 1.3167, time 79.98ms, mfu 4.54%
iter 900: loss 1.2736, time 79.98ms, mfu 4.55%
iter 910: loss 1.2971, time 79.97ms, mfu 4.56%
iter 920: loss 1.2504, time 79.98ms, mfu 4.57%
iter 930: loss 1.2698, time 79.97ms, mfu 4.58%
iter 940: loss 1.2590, time 79.98ms, mfu 4.59%
iter 950: loss 1.2887, time 80.03ms, mfu 4.59%
iter 960: loss 1.2866, time 79.96ms, mfu 4.60%
iter 970: loss 1.2739, time 79.96ms, mfu 4.60%
iter 980: loss 1.2921, time 79.95ms, mfu 4.61%
iter 990: loss 1.2707, time 79.97ms, mfu 4.61%
step 1000: train loss 1.2223, val loss 1.5044
saving checkpoint to out-shakespeare-char
iter 1000: loss 1.2558, time 9236.68ms, mfu 4.16%
iter 1010: loss 1.2709, time 79.95ms, mfu 4.21%
iter 1020: loss 1.2543, time 79.95ms, mfu 4.25%
iter 1030: loss 1.2485, time 79.97ms, mfu 4.29%
iter 1040: loss 1.2364, time 79.96ms, mfu 4.33%
iter 1050: loss 1.2828, time 79.95ms, mfu 4.36%
iter 1060: loss 1.2680, time 79.97ms, mfu 4.39%
iter 1070: loss 1.2438, time 79.97ms, mfu 4.42%
iter 1080: loss 1.2593, time 79.97ms, mfu 4.44%
iter 1090: loss 1.2504, time 79.98ms, mfu 4.46%
iter 1100: loss 1.2336, time 79.99ms, mfu 4.48%
iter 1110: loss 1.2364, time 79.98ms, mfu 4.50%
iter 1120: loss 1.2109, time 79.93ms, mfu 4.51%
iter 1130: loss 1.1891, time 79.96ms, mfu 4.53%
iter 1140: loss 1.2322, time 79.98ms, mfu 4.54%
iter 1150: loss 1.2202, time 79.97ms, mfu 4.55%
iter 1160: loss 1.2236, time 79.97ms, mfu 4.56%
iter 1170: loss 1.1914, time 79.97ms, mfu 4.57%
iter 1180: loss 1.2543, time 79.95ms, mfu 4.58%
iter 1190: loss 1.2223, time 79.96ms, mfu 4.59%
iter 1200: loss 1.2317, time 79.97ms, mfu 4.59%
iter 1210: loss 1.2064, time 79.96ms, mfu 4.60%
iter 1220: loss 1.2276, time 79.96ms, mfu 4.61%
iter 1230: loss 1.1865, time 80.01ms, mfu 4.61%
iter 1240: loss 1.1804, time 80.05ms, mfu 4.61%
step 1250: train loss 1.1543, val loss 1.4908
saving checkpoint to out-shakespeare-char
iter 1250: loss 1.2122, time 9223.24ms, mfu 4.16%
iter 1260: loss 1.1804, time 80.02ms, mfu 4.21%
iter 1270: loss 1.1873, time 79.96ms, mfu 4.25%
iter 1280: loss 1.1918, time 79.96ms, mfu 4.29%
iter 1290: loss 1.1846, time 79.95ms, mfu 4.33%
iter 1300: loss 1.2100, time 80.00ms, mfu 4.36%
iter 1310: loss 1.2089, time 79.97ms, mfu 4.39%
iter 1320: loss 1.1821, time 79.95ms, mfu 4.42%
iter 1330: loss 1.1816, time 79.95ms, mfu 4.44%
iter 1340: loss 1.1723, time 80.11ms, mfu 4.46%
iter 1350: loss 1.1470, time 79.96ms, mfu 4.48%
iter 1360: loss 1.1638, time 79.96ms, mfu 4.50%
iter 1370: loss 1.1671, time 79.98ms, mfu 4.51%
iter 1380: loss 1.1970, time 79.95ms, mfu 4.53%
iter 1390: loss 1.1840, time 79.98ms, mfu 4.54%
iter 1400: loss 1.1538, time 79.98ms, mfu 4.55%
iter 1410: loss 1.1508, time 79.98ms, mfu 4.56%
iter 1420: loss 1.1772, time 79.99ms, mfu 4.57%
iter 1430: loss 1.1854, time 80.09ms, mfu 4.58%
iter 1440: loss 1.1644, time 79.97ms, mfu 4.59%
iter 1450: loss 1.1546, time 79.97ms, mfu 4.59%
iter 1460: loss 1.1519, time 79.98ms, mfu 4.60%
iter 1470: loss 1.1629, time 79.99ms, mfu 4.60%
iter 1480: loss 1.1557, time 79.97ms, mfu 4.61%
iter 1490: loss 1.1373, time 79.97ms, mfu 4.61%
step 1500: train loss 1.1018, val loss 1.4858
saving checkpoint to out-shakespeare-char
iter 1500: loss 1.1420, time 9245.02ms, mfu 4.16%
iter 1510: loss 1.1410, time 80.05ms, mfu 4.21%
iter 1520: loss 1.1244, time 80.00ms, mfu 4.25%
iter 1530: loss 1.1363, time 80.00ms, mfu 4.29%
iter 1540: loss 1.1493, time 79.99ms, mfu 4.33%
iter 1550: loss 1.1392, time 79.98ms, mfu 4.36%
iter 1560: loss 1.1615, time 79.99ms, mfu 4.39%
iter 1570: loss 1.1418, time 79.98ms, mfu 4.42%
iter 1580: loss 1.1208, time 79.99ms, mfu 4.44%
iter 1590: loss 1.1407, time 80.00ms, mfu 4.46%
iter 1600: loss 1.1293, time 80.01ms, mfu 4.48%
iter 1610: loss 1.1210, time 79.99ms, mfu 4.50%
iter 1620: loss 1.1487, time 79.99ms, mfu 4.51%
iter 1630: loss 1.0907, time 79.96ms, mfu 4.53%
iter 1640: loss 1.1103, time 80.01ms, mfu 4.54%
iter 1650: loss 1.1119, time 79.97ms, mfu 4.55%
iter 1660: loss 1.0966, time 79.99ms, mfu 4.56%
iter 1670: loss 1.1031, time 79.98ms, mfu 4.57%
iter 1680: loss 1.1052, time 80.00ms, mfu 4.58%
iter 1690: loss 1.1115, time 79.98ms, mfu 4.59%
iter 1700: loss 1.1144, time 79.97ms, mfu 4.59%
iter 1710: loss 1.1009, time 80.03ms, mfu 4.60%
iter 1720: loss 1.0925, time 80.00ms, mfu 4.60%
iter 1730: loss 1.0876, time 80.01ms, mfu 4.61%
iter 1740: loss 1.1107, time 79.96ms, mfu 4.61%
step 1750: train loss 1.0416, val loss 1.4942
iter 1750: loss 1.0920, time 9118.19ms, mfu 4.16%
iter 1760: loss 1.1314, time 79.99ms, mfu 4.21%
iter 1770: loss 1.1195, time 79.98ms, mfu 4.25%
iter 1780: loss 1.0676, time 79.95ms, mfu 4.29%
iter 1790: loss 1.0764, time 79.99ms, mfu 4.33%
iter 1800: loss 1.0621, time 79.97ms, mfu 4.36%
iter 1810: loss 1.0792, time 79.99ms, mfu 4.39%
iter 1820: loss 1.0802, time 79.97ms, mfu 4.42%
iter 1830: loss 1.0778, time 80.03ms, mfu 4.44%
iter 1840: loss 1.0734, time 80.01ms, mfu 4.46%
iter 1850: loss 1.0726, time 79.98ms, mfu 4.48%
iter 1860: loss 1.0571, time 80.00ms, mfu 4.50%
iter 1870: loss 1.0665, time 80.01ms, mfu 4.51%
iter 1880: loss 1.0673, time 80.05ms, mfu 4.53%
iter 1890: loss 1.0673, time 79.99ms, mfu 4.54%
iter 1900: loss 1.0539, time 79.98ms, mfu 4.55%
iter 1910: loss 1.0301, time 79.96ms, mfu 4.56%
iter 1920: loss 1.0365, time 79.99ms, mfu 4.57%
iter 1930: loss 1.0598, time 79.99ms, mfu 4.58%
iter 1940: loss 1.0314, time 79.98ms, mfu 4.59%
iter 1950: loss 1.0629, time 79.97ms, mfu 4.59%
iter 1960: loss 1.0505, time 79.99ms, mfu 4.60%
iter 1970: loss 1.0493, time 80.00ms, mfu 4.60%
iter 1980: loss 1.0187, time 79.99ms, mfu 4.61%
iter 1990: loss 1.0330, time 80.00ms, mfu 4.61%
step 2000: train loss 0.9812, val loss 1.5260
iter 2000: loss 1.0273, time 9107.23ms, mfu 4.16%
iter 2010: loss 1.0081, time 79.99ms, mfu 4.21%
iter 2020: loss 0.9830, time 79.98ms, mfu 4.25%
iter 2030: loss 1.0319, time 80.03ms, mfu 4.29%
iter 2040: loss 1.0676, time 79.97ms, mfu 4.33%
iter 2050: loss 1.0434, time 80.03ms, mfu 4.36%
iter 2060: loss 1.0341, time 79.95ms, mfu 4.39%
iter 2070: loss 1.0030, time 80.01ms, mfu 4.42%
iter 2080: loss 1.0298, time 79.95ms, mfu 4.44%
iter 2090: loss 1.0257, time 79.99ms, mfu 4.46%
iter 2100: loss 1.0303, time 79.98ms, mfu 4.48%
iter 2110: loss 0.9912, time 80.04ms, mfu 4.50%
iter 2120: loss 1.0270, time 80.01ms, mfu 4.51%
iter 2130: loss 1.0047, time 79.97ms, mfu 4.53%
iter 2140: loss 1.0268, time 79.99ms, mfu 4.54%
iter 2150: loss 1.0292, time 79.99ms, mfu 4.55%
iter 2160: loss 1.0005, time 79.98ms, mfu 4.56%
iter 2170: loss 0.9891, time 80.14ms, mfu 4.57%
iter 2180: loss 1.0198, time 79.98ms, mfu 4.58%
iter 2190: loss 1.0215, time 79.94ms, mfu 4.59%
iter 2200: loss 0.9623, time 79.98ms, mfu 4.59%
iter 2210: loss 0.9893, time 79.97ms, mfu 4.60%
iter 2220: loss 1.0102, time 79.97ms, mfu 4.60%
iter 2230: loss 0.9845, time 80.00ms, mfu 4.61%
iter 2240: loss 0.9944, time 80.07ms, mfu 4.61%
step 2250: train loss 0.9171, val loss 1.5584
iter 2250: loss 1.0175, time 9111.39ms, mfu 4.16%
iter 2260: loss 0.9875, time 79.95ms, mfu 4.21%
iter 2270: loss 0.9613, time 79.97ms, mfu 4.25%
iter 2280: loss 0.9637, time 80.00ms, mfu 4.29%
iter 2290: loss 0.9594, time 79.98ms, mfu 4.33%
iter 2300: loss 0.9905, time 79.98ms, mfu 4.36%
iter 2310: loss 0.9761, time 80.05ms, mfu 4.39%
iter 2320: loss 0.9641, time 79.99ms, mfu 4.42%
iter 2330: loss 0.9785, time 80.01ms, mfu 4.44%
iter 2340: loss 0.9276, time 80.01ms, mfu 4.46%
iter 2350: loss 0.9277, time 79.97ms, mfu 4.48%
iter 2360: loss 0.9698, time 79.99ms, mfu 4.50%
iter 2370: loss 0.9596, time 79.98ms, mfu 4.51%
iter 2380: loss 0.9460, time 79.99ms, mfu 4.53%
iter 2390: loss 0.9366, time 80.04ms, mfu 4.54%
iter 2400: loss 0.9443, time 80.02ms, mfu 4.55%
iter 2410: loss 0.9380, time 79.98ms, mfu 4.56%
iter 2420: loss 0.9469, time 79.97ms, mfu 4.57%
iter 2430: loss 0.9426, time 79.98ms, mfu 4.58%
iter 2440: loss 0.9202, time 80.03ms, mfu 4.59%
iter 2450: loss 0.9327, time 79.99ms, mfu 4.59%
iter 2460: loss 0.9576, time 80.03ms, mfu 4.60%
iter 2470: loss 0.9111, time 79.98ms, mfu 4.60%
iter 2480: loss 0.8992, time 79.97ms, mfu 4.61%
iter 2490: loss 0.9096, time 80.00ms, mfu 4.61%
step 2500: train loss 0.8480, val loss 1.6032
iter 2500: loss 0.9028, time 9114.70ms, mfu 4.16%
iter 2510: loss 0.8966, time 79.99ms, mfu 4.21%
iter 2520: loss 0.8982, time 79.98ms, mfu 4.25%
iter 2530: loss 0.9049, time 79.97ms, mfu 4.29%
iter 2540: loss 0.9007, time 79.99ms, mfu 4.33%
iter 2550: loss 0.9024, time 79.98ms, mfu 4.36%
iter 2560: loss 0.9021, time 80.01ms, mfu 4.39%
iter 2570: loss 0.9039, time 79.98ms, mfu 4.42%
iter 2580: loss 0.9084, time 79.98ms, mfu 4.44%
iter 2590: loss 0.8875, time 79.97ms, mfu 4.46%
iter 2600: loss 0.8791, time 79.98ms, mfu 4.48%
iter 2610: loss 0.8928, time 79.99ms, mfu 4.50%
iter 2620: loss 0.8731, time 79.97ms, mfu 4.51%
iter 2630: loss 0.8834, time 80.00ms, mfu 4.53%
iter 2640: loss 0.8908, time 79.98ms, mfu 4.54%
iter 2650: loss 0.8731, time 79.98ms, mfu 4.55%
iter 2660: loss 0.8978, time 79.97ms, mfu 4.56%
iter 2670: loss 0.8770, time 79.95ms, mfu 4.57%
iter 2680: loss 0.8659, time 79.99ms, mfu 4.58%
iter 2690: loss 0.9101, time 79.98ms, mfu 4.59%
iter 2700: loss 0.8610, time 80.04ms, mfu 4.59%
iter 2710: loss 0.8592, time 79.99ms, mfu 4.60%
iter 2720: loss 0.8790, time 80.01ms, mfu 4.60%
iter 2730: loss 0.8508, time 79.96ms, mfu 4.61%
iter 2740: loss 0.8372, time 79.98ms, mfu 4.61%
step 2750: train loss 0.7754, val loss 1.6626
iter 2750: loss 0.8534, time 9123.28ms, mfu 4.16%
iter 2760: loss 0.8370, time 79.96ms, mfu 4.21%
iter 2770: loss 0.8662, time 80.00ms, mfu 4.25%
iter 2780: loss 0.8601, time 79.97ms, mfu 4.29%
iter 2790: loss 0.8356, time 79.97ms, mfu 4.33%
iter 2800: loss 0.8471, time 79.97ms, mfu 4.36%
iter 2810: loss 0.8072, time 79.97ms, mfu 4.39%
iter 2820: loss 0.8358, time 79.99ms, mfu 4.42%
iter 2830: loss 0.8825, time 79.97ms, mfu 4.44%
iter 2840: loss 0.7967, time 79.97ms, mfu 4.46%
iter 2850: loss 0.8286, time 79.99ms, mfu 4.48%
iter 2860: loss 0.7928, time 79.98ms, mfu 4.50%
iter 2870: loss 0.8352, time 79.96ms, mfu 4.51%
iter 2880: loss 0.8561, time 79.93ms, mfu 4.53%
iter 2890: loss 0.8222, time 79.99ms, mfu 4.54%
iter 2900: loss 0.8007, time 79.96ms, mfu 4.55%
iter 2910: loss 0.8091, time 79.98ms, mfu 4.56%
iter 2920: loss 0.7983, time 80.01ms, mfu 4.57%
iter 2930: loss 0.8038, time 79.99ms, mfu 4.58%
iter 2940: loss 0.7977, time 79.99ms, mfu 4.59%
iter 2950: loss 0.8039, time 80.00ms, mfu 4.59%
iter 2960: loss 0.7733, time 79.98ms, mfu 4.60%
iter 2970: loss 0.7739, time 79.98ms, mfu 4.60%
iter 2980: loss 0.8134, time 80.00ms, mfu 4.61%
iter 2990: loss 0.8072, time 80.00ms, mfu 4.61%
step 3000: train loss 0.7016, val loss 1.7249
iter 3000: loss 0.7792, time 9122.01ms, mfu 4.16%
iter 3010: loss 0.8196, time 79.98ms, mfu 4.21%
iter 3020: loss 0.7758, time 80.00ms, mfu 4.25%
iter 3030: loss 0.7779, time 79.98ms, mfu 4.29%
iter 3040: loss 0.7904, time 80.03ms, mfu 4.33%
iter 3050: loss 0.7849, time 79.97ms, mfu 4.36%
iter 3060: loss 0.7604, time 80.00ms, mfu 4.39%
iter 3070: loss 0.7952, time 80.09ms, mfu 4.41%
iter 3080: loss 0.7775, time 79.96ms, mfu 4.44%
iter 3090: loss 0.7391, time 79.98ms, mfu 4.46%
iter 3100: loss 0.7482, time 79.99ms, mfu 4.48%
iter 3110: loss 0.7757, time 79.99ms, mfu 4.50%
iter 3120: loss 0.7418, time 80.01ms, mfu 4.51%
iter 3130: loss 0.7693, time 79.97ms, mfu 4.53%
iter 3140: loss 0.7780, time 80.00ms, mfu 4.54%
iter 3150: loss 0.7685, time 79.97ms, mfu 4.55%
iter 3160: loss 0.7270, time 80.11ms, mfu 4.56%
iter 3170: loss 0.7501, time 79.99ms, mfu 4.57%
iter 3180: loss 0.7667, time 80.00ms, mfu 4.58%
iter 3190: loss 0.7489, time 79.99ms, mfu 4.59%
iter 3200: loss 0.7545, time 79.95ms, mfu 4.59%
iter 3210: loss 0.7470, time 79.98ms, mfu 4.60%
iter 3220: loss 0.7234, time 79.98ms, mfu 4.60%
iter 3230: loss 0.7672, time 79.99ms, mfu 4.61%
iter 3240: loss 0.7086, time 79.97ms, mfu 4.61%
step 3250: train loss 0.6323, val loss 1.7899
iter 3250: loss 0.7275, time 9144.99ms, mfu 4.16%
iter 3260: loss 0.7419, time 79.98ms, mfu 4.21%
iter 3270: loss 0.7241, time 80.00ms, mfu 4.25%
iter 3280: loss 0.7460, time 80.00ms, mfu 4.29%
iter 3290: loss 0.7218, time 79.98ms, mfu 4.33%
iter 3300: loss 0.7185, time 79.97ms, mfu 4.36%
iter 3310: loss 0.7180, time 79.98ms, mfu 4.39%
iter 3320: loss 0.7166, time 79.98ms, mfu 4.42%
iter 3330: loss 0.7020, time 79.97ms, mfu 4.44%
iter 3340: loss 0.7252, time 80.01ms, mfu 4.46%
iter 3350: loss 0.7263, time 79.95ms, mfu 4.48%
iter 3360: loss 0.7141, time 79.99ms, mfu 4.50%
iter 3370: loss 0.7098, time 79.99ms, mfu 4.51%
iter 3380: loss 0.7296, time 79.95ms, mfu 4.53%
iter 3390: loss 0.7027, time 79.98ms, mfu 4.54%
iter 3400: loss 0.6929, time 80.00ms, mfu 4.55%
iter 3410: loss 0.6807, time 79.96ms, mfu 4.56%
iter 3420: loss 0.6770, time 79.99ms, mfu 4.57%
iter 3430: loss 0.7076, time 79.98ms, mfu 4.58%
iter 3440: loss 0.6915, time 79.99ms, mfu 4.59%
iter 3450: loss 0.6803, time 79.98ms, mfu 4.59%
iter 3460: loss 0.6555, time 79.99ms, mfu 4.60%
iter 3470: loss 0.7098, time 79.99ms, mfu 4.60%
iter 3480: loss 0.6660, time 79.88ms, mfu 4.61%
iter 3490: loss 0.6695, time 79.99ms, mfu 4.61%
step 3500: train loss 0.5765, val loss 1.8636
iter 3500: loss 0.6892, time 9141.26ms, mfu 4.16%
iter 3510: loss 0.6722, time 79.98ms, mfu 4.21%
iter 3520: loss 0.6551, time 80.00ms, mfu 4.25%
iter 3530: loss 0.6898, time 79.98ms, mfu 4.29%
iter 3540: loss 0.6736, time 79.98ms, mfu 4.33%
iter 3550: loss 0.6841, time 79.97ms, mfu 4.36%
iter 3560: loss 0.6596, time 79.99ms, mfu 4.39%
iter 3570: loss 0.6240, time 79.99ms, mfu 4.42%
iter 3580: loss 0.6616, time 79.98ms, mfu 4.44%
iter 3590: loss 0.6850, time 79.99ms, mfu 4.46%
iter 3600: loss 0.6300, time 79.94ms, mfu 4.48%
iter 3610: loss 0.6434, time 79.98ms, mfu 4.50%
iter 3620: loss 0.6581, time 80.00ms, mfu 4.51%
iter 3630: loss 0.6479, time 79.94ms, mfu 4.53%
iter 3640: loss 0.6336, time 79.97ms, mfu 4.54%
iter 3650: loss 0.6571, time 79.97ms, mfu 4.55%
iter 3660: loss 0.6331, time 79.99ms, mfu 4.56%
iter 3670: loss 0.6786, time 79.99ms, mfu 4.57%
iter 3680: loss 0.6237, time 79.99ms, mfu 4.58%
iter 3690: loss 0.6388, time 80.01ms, mfu 4.59%
iter 3700: loss 0.6483, time 79.98ms, mfu 4.59%
iter 3710: loss 0.6122, time 79.98ms, mfu 4.60%
iter 3720: loss 0.6438, time 79.98ms, mfu 4.60%
iter 3730: loss 0.6358, time 79.99ms, mfu 4.61%
iter 3740: loss 0.6138, time 79.98ms, mfu 4.61%
step 3750: train loss 0.5203, val loss 1.9325
iter 3750: loss 0.6213, time 9111.54ms, mfu 4.16%
iter 3760: loss 0.6225, time 80.00ms, mfu 4.21%
iter 3770: loss 0.6262, time 80.00ms, mfu 4.25%
iter 3780: loss 0.6025, time 79.95ms, mfu 4.29%
iter 3790: loss 0.6335, time 80.00ms, mfu 4.33%
iter 3800: loss 0.6395, time 79.99ms, mfu 4.36%
iter 3810: loss 0.5949, time 79.97ms, mfu 4.39%
iter 3820: loss 0.6216, time 79.98ms, mfu 4.42%
iter 3830: loss 0.6106, time 80.12ms, mfu 4.44%
iter 3840: loss 0.6077, time 80.00ms, mfu 4.46%
iter 3850: loss 0.5837, time 79.97ms, mfu 4.48%
iter 3860: loss 0.6077, time 80.05ms, mfu 4.50%
iter 3870: loss 0.6002, time 79.99ms, mfu 4.51%
iter 3880: loss 0.5829, time 79.99ms, mfu 4.53%
iter 3890: loss 0.6132, time 79.96ms, mfu 4.54%
iter 3900: loss 0.5778, time 79.99ms, mfu 4.55%
iter 3910: loss 0.6035, time 80.02ms, mfu 4.56%
iter 3920: loss 0.6015, time 79.99ms, mfu 4.57%
iter 3930: loss 0.5941, time 80.00ms, mfu 4.58%
iter 3940: loss 0.5792, time 79.99ms, mfu 4.59%
iter 3950: loss 0.5776, time 79.99ms, mfu 4.59%
iter 3960: loss 0.5899, time 80.09ms, mfu 4.60%
iter 3970: loss 0.5788, time 79.97ms, mfu 4.60%
iter 3980: loss 0.5878, time 80.05ms, mfu 4.61%
