Overriding config with ./config/train_nano_gpt2.py:
# init_from = 'resume'

out_dir = 'out-nano-gpt2-BlockReGLU2'
eval_interval = 1000
eval_iters = 500 # number of batches for evaluation
log_interval = 10

always_save_checkpoint = False

wandb_log = False

dataset = 'openwebtext'
# 16k tokens for each weight update
gradient_accumulation_steps = 1
batch_size = 16
block_size = 1024

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384

# learning_rate = 2e-4
# min_lr = 2e-5 # learning_rate / 10 usually
learning_rate = 1e-3
min_lr = 1e-4 # learning_rate / 10 usually

# max_iters = 1e5
max_iters = 2e5
lr_decay_iters = 1e5 # make equal to max_iters usually

warmup_iters = 100

tokens per iteration will be: 16,384
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
number of parameters: 29.99M
num decayed parameter tensors: 32, with 30,382,080 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 840: loss 5.7128, time 74.19ms, mfu 14.74%
iter 850: loss 5.6020, time 74.24ms, mfu 14.74%
iter 860: loss 5.8115, time 74.20ms, mfu 14.74%
iter 870: loss 5.7248, time 74.23ms, mfu 14.74%
iter 880: loss 5.7101, time 74.21ms, mfu 14.74%
iter 890: loss 5.6834, time 74.22ms, mfu 14.74%
iter 900: loss 5.7052, time 74.22ms, mfu 14.74%
iter 910: loss 5.8036, time 74.28ms, mfu 14.74%
iter 920: loss 5.6603, time 74.19ms, mfu 14.74%
iter 930: loss 5.6081, time 74.22ms, mfu 14.74%
iter 940: loss 5.6190, time 74.15ms, mfu 14.74%
iter 950: loss 5.6622, time 74.19ms, mfu 14.74%
iter 960: loss 5.5869, time 74.24ms, mfu 14.74%
iter 970: loss 5.9208, time 74.26ms, mfu 14.74%
iter 980: loss 5.4233, time 74.19ms, mfu 14.74%
iter 990: loss 5.5040, time 74.23ms, mfu 14.74%
0.1621271769205729
0.6598714192708334
0.73443603515625
0.6775156656901041
0.7179209391276041
0.7134679158528646
step 1000: train loss 5.6665, val loss 5.6659
saving checkpoint to out-nano-gpt2-BlockReGLU2
iter 1000: loss 5.7248, time 17327.99ms, mfu 13.27%
iter 1010: loss 5.6924, time 74.27ms, mfu 13.42%
iter 1020: loss 5.5467, time 74.30ms, mfu 13.55%
iter 1030: loss 5.5295, time 74.25ms, mfu 13.66%
iter 1040: loss 5.7175, time 74.30ms, mfu 13.77%
iter 1050: loss 5.5168, time 74.25ms, mfu 13.87%
iter 1060: loss 5.5147, time 74.29ms, mfu 13.95%
iter 1070: loss 5.4038, time 74.28ms, mfu 14.03%
iter 1080: loss 5.6073, time 74.31ms, mfu 14.10%
iter 1090: loss 5.7298, time 74.22ms, mfu 14.16%
iter 1100: loss 5.5473, time 74.31ms, mfu 14.22%
iter 1110: loss 5.7978, time 74.32ms, mfu 14.27%
iter 1120: loss 5.6942, time 74.30ms, mfu 14.31%
iter 1130: loss 5.5586, time 74.33ms, mfu 14.35%
iter 1140: loss 5.5651, time 74.20ms, mfu 14.39%
iter 1150: loss 5.4285, time 74.30ms, mfu 14.42%
iter 1160: loss 5.7389, time 74.28ms, mfu 14.45%
iter 1170: loss 5.4734, time 74.39ms, mfu 14.48%
iter 1180: loss 5.6062, time 74.27ms, mfu 14.50%
iter 1190: loss 5.5168, time 74.30ms, mfu 14.53%
iter 1200: loss 5.5453, time 74.31ms, mfu 14.54%
iter 1210: loss 5.3998, time 74.33ms, mfu 14.56%
iter 1220: loss 5.5767, time 74.30ms, mfu 14.58%
iter 1230: loss 5.4168, time 74.31ms, mfu 14.59%
iter 1240: loss 5.5381, time 74.34ms, mfu 14.60%
iter 1250: loss 5.7601, time 74.34ms, mfu 14.61%
iter 1260: loss 5.5135, time 74.19ms, mfu 14.63%
iter 1270: loss 5.6479, time 74.28ms, mfu 14.64%
iter 1280: loss 5.4824, time 74.26ms, mfu 14.65%
iter 1290: loss 5.4005, time 74.33ms, mfu 14.65%
iter 1300: loss 5.4785, time 74.33ms, mfu 14.66%
iter 1310: loss 5.8267, time 74.31ms, mfu 14.66%
iter 1320: loss 5.7987, time 74.27ms, mfu 14.67%
iter 1330: loss 5.4379, time 74.32ms, mfu 14.68%
iter 1340: loss 5.6352, time 74.34ms, mfu 14.68%
iter 1350: loss 5.4428, time 74.26ms, mfu 14.68%
iter 1360: loss 5.6148, time 74.30ms, mfu 14.69%
iter 1370: loss 5.4693, time 74.44ms, mfu 14.69%
iter 1380: loss 5.6249, time 74.29ms, mfu 14.69%
iter 1390: loss 5.5494, time 74.30ms, mfu 14.69%
iter 1400: loss 5.4004, time 74.27ms, mfu 14.70%
iter 1410: loss 5.4296, time 74.33ms, mfu 14.70%
iter 1420: loss 5.6474, time 74.29ms, mfu 14.70%
iter 1430: loss 5.8116, time 74.29ms, mfu 14.70%
iter 1440: loss 5.4100, time 74.26ms, mfu 14.71%
iter 1450: loss 5.4535, time 74.32ms, mfu 14.71%
iter 1460: loss 5.4578, time 74.32ms, mfu 14.71%
iter 1470: loss 5.6451, time 74.26ms, mfu 14.71%
iter 1480: loss 5.4883, time 74.25ms, mfu 14.71%
iter 1490: loss 5.3908, time 74.32ms, mfu 14.71%
iter 1500: loss 5.5845, time 74.30ms, mfu 14.71%
iter 1510: loss 5.4952, time 74.31ms, mfu 14.71%
iter 1520: loss 5.4875, time 74.25ms, mfu 14.72%
iter 1530: loss 5.5883, time 74.28ms, mfu 14.72%
iter 1540: loss 5.5775, time 74.30ms, mfu 14.72%
iter 1550: loss 5.4645, time 74.30ms, mfu 14.72%
iter 1560: loss 5.4186, time 74.32ms, mfu 14.72%
iter 1570: loss 5.5240, time 74.30ms, mfu 14.72%
iter 1580: loss 5.3876, time 74.33ms, mfu 14.72%
iter 1590: loss 5.2567, time 74.28ms, mfu 14.72%
iter 1600: loss 5.3718, time 74.33ms, mfu 14.72%
iter 1610: loss 5.5487, time 74.34ms, mfu 14.72%
iter 1620: loss 5.4382, time 74.25ms, mfu 14.72%
iter 1630: loss 5.3689, time 74.28ms, mfu 14.72%
iter 1640: loss 5.3186, time 74.32ms, mfu 14.72%
iter 1650: loss 5.3798, time 74.29ms, mfu 14.72%
iter 1660: loss 5.2434, time 74.34ms, mfu 14.72%
iter 1670: loss 5.6290, time 74.31ms, mfu 14.72%
iter 1680: loss 5.5703, time 74.32ms, mfu 14.72%
iter 1690: loss 5.2882, time 74.31ms, mfu 14.72%
iter 1700: loss 5.5503, time 74.32ms, mfu 14.72%
iter 1710: loss 5.3582, time 74.30ms, mfu 14.72%
iter 1720: loss 5.3299, time 74.29ms, mfu 14.72%
iter 1730: loss 5.3696, time 74.30ms, mfu 14.72%
iter 1740: loss 5.3394, time 74.30ms, mfu 14.72%
iter 1750: loss 5.2862, time 74.33ms, mfu 14.72%
iter 1760: loss 5.3721, time 74.33ms, mfu 14.72%
iter 1770: loss 5.3224, time 74.32ms, mfu 14.72%
iter 1780: loss 5.3600, time 74.40ms, mfu 14.72%
iter 1790: loss 5.2466, time 74.32ms, mfu 14.72%
iter 1800: loss 5.2574, time 74.30ms, mfu 14.72%
iter 1810: loss 5.1502, time 74.26ms, mfu 14.72%
iter 1820: loss 5.3382, time 74.36ms, mfu 14.72%
iter 1830: loss 5.2232, time 74.32ms, mfu 14.72%
iter 1840: loss 5.1878, time 74.34ms, mfu 14.72%
iter 1850: loss 5.1089, time 74.29ms, mfu 14.72%
iter 1860: loss 5.6064, time 74.32ms, mfu 14.72%
iter 1870: loss 5.3123, time 74.32ms, mfu 14.72%
iter 1880: loss 5.5048, time 74.29ms, mfu 14.72%
iter 1890: loss 5.4125, time 74.30ms, mfu 14.72%
iter 1900: loss 5.3064, time 74.31ms, mfu 14.72%
iter 1910: loss 5.2962, time 74.30ms, mfu 14.72%
iter 1920: loss 5.3725, time 74.28ms, mfu 14.72%
iter 1930: loss 5.3078, time 74.33ms, mfu 14.72%
iter 1940: loss 5.2692, time 74.29ms, mfu 14.72%
iter 1950: loss 5.2637, time 74.29ms, mfu 14.72%
iter 1960: loss 5.4139, time 74.27ms, mfu 14.72%
iter 1970: loss 5.4177, time 74.25ms, mfu 14.72%
iter 1980: loss 5.0879, time 74.34ms, mfu 14.72%
iter 1990: loss 5.1865, time 74.32ms, mfu 14.72%
0.1353022257486979
0.667022705078125
0.6804046630859375
0.6619084676106771
0.6425908406575521
0.6236495971679688
step 2000: train loss 5.2414, val loss 5.2402
saving checkpoint to out-nano-gpt2-BlockReGLU2
iter 2000: loss 5.1643, time 18473.37ms, mfu 13.25%
iter 2010: loss 5.2078, time 74.34ms, mfu 13.40%
iter 2020: loss 5.2022, time 74.36ms, mfu 13.53%
iter 2030: loss 5.3694, time 74.33ms, mfu 13.65%
iter 2040: loss 5.3233, time 74.30ms, mfu 13.76%
iter 2050: loss 5.3322, time 74.44ms, mfu 13.85%
iter 2060: loss 5.2913, time 74.37ms, mfu 13.94%
iter 2070: loss 4.9666, time 74.37ms, mfu 14.01%
iter 2080: loss 5.3040, time 112.33ms, mfu 13.58%
iter 2090: loss 5.0767, time 74.38ms, mfu 13.70%
iter 2100: loss 5.2843, time 46.10ms, mfu 14.70%
iter 2110: loss 5.1977, time 74.37ms, mfu 14.70%
iter 2120: loss 5.1873, time 74.41ms, mfu 14.70%
iter 2130: loss 5.0641, time 74.37ms, mfu 14.70%
iter 2140: loss 5.1494, time 74.39ms, mfu 14.70%
iter 2150: loss 5.1035, time 74.35ms, mfu 14.70%
iter 2160: loss 5.1691, time 122.45ms, mfu 14.12%
iter 2170: loss 5.3562, time 74.39ms, mfu 14.18%
iter 2180: loss 5.1827, time 40.97ms, mfu 15.43%
iter 2190: loss 5.2313, time 88.91ms, mfu 15.12%
iter 2200: loss 5.2160, time 74.39ms, mfu 15.08%
iter 2210: loss 5.1492, time 74.34ms, mfu 15.04%
iter 2220: loss 5.2278, time 74.43ms, mfu 15.01%
iter 2230: loss 5.1463, time 74.33ms, mfu 14.98%
iter 2240: loss 5.3435, time 74.37ms, mfu 14.95%
iter 2250: loss 5.3127, time 74.36ms, mfu 14.93%
iter 2260: loss 5.1033, time 74.35ms, mfu 14.90%
iter 2270: loss 5.1370, time 52.34ms, mfu 15.50%
iter 2280: loss 5.2696, time 74.34ms, mfu 15.42%
iter 2290: loss 5.1389, time 74.36ms, mfu 15.35%
iter 2300: loss 5.1898, time 74.39ms, mfu 15.29%
iter 2310: loss 5.0718, time 74.42ms, mfu 15.23%
iter 2320: loss 5.1147, time 74.39ms, mfu 15.18%
iter 2330: loss 5.0745, time 74.23ms, mfu 15.13%
iter 2340: loss 5.1422, time 74.44ms, mfu 15.09%
iter 2350: loss 5.0877, time 74.38ms, mfu 15.05%
iter 2360: loss 5.1396, time 74.40ms, mfu 15.01%
iter 2370: loss 5.2416, time 74.34ms, mfu 14.98%
iter 2380: loss 4.8799, time 74.32ms, mfu 14.96%
iter 2390: loss 5.1554, time 74.38ms, mfu 14.93%
iter 2400: loss 5.2605, time 74.37ms, mfu 14.91%
iter 2410: loss 5.0991, time 74.34ms, mfu 14.89%
iter 2420: loss 5.0608, time 74.35ms, mfu 14.87%
iter 2430: loss 5.1184, time 74.38ms, mfu 14.86%
iter 2440: loss 5.1746, time 74.32ms, mfu 14.84%
iter 2450: loss 4.9612, time 74.35ms, mfu 14.83%
iter 2460: loss 5.1025, time 74.37ms, mfu 14.82%
iter 2470: loss 5.2161, time 74.41ms, mfu 14.80%
iter 2480: loss 5.1060, time 74.31ms, mfu 14.80%
iter 2490: loss 5.1735, time 74.37ms, mfu 14.79%
iter 2500: loss 5.0389, time 74.32ms, mfu 14.78%
iter 2510: loss 5.3913, time 74.42ms, mfu 14.77%
iter 2520: loss 4.9929, time 74.35ms, mfu 14.77%
iter 2530: loss 5.3446, time 74.34ms, mfu 14.76%
iter 2540: loss 4.9808, time 74.33ms, mfu 14.76%
iter 2550: loss 5.0002, time 74.36ms, mfu 14.75%
iter 2560: loss 5.0555, time 74.37ms, mfu 14.75%
iter 2570: loss 5.0321, time 74.31ms, mfu 14.74%
iter 2580: loss 4.9961, time 74.38ms, mfu 14.74%
iter 2590: loss 5.1909, time 74.39ms, mfu 14.74%
iter 2600: loss 5.1733, time 74.41ms, mfu 14.73%
iter 2610: loss 5.0493, time 74.34ms, mfu 14.73%
iter 2620: loss 5.3124, time 74.33ms, mfu 14.73%
iter 2630: loss 5.1550, time 74.40ms, mfu 14.73%
iter 2640: loss 4.9515, time 74.39ms, mfu 14.72%
iter 2650: loss 5.0055, time 74.35ms, mfu 14.72%
iter 2660: loss 5.1079, time 74.33ms, mfu 14.72%
iter 2670: loss 5.0426, time 74.34ms, mfu 14.72%
iter 2680: loss 4.9487, time 74.38ms, mfu 14.72%
iter 2690: loss 5.1247, time 74.34ms, mfu 14.72%
iter 2700: loss 5.1973, time 74.44ms, mfu 14.72%
iter 2710: loss 5.1313, time 74.35ms, mfu 14.72%
iter 2720: loss 4.9735, time 74.32ms, mfu 14.72%
iter 2730: loss 5.2694, time 74.34ms, mfu 14.72%
iter 2740: loss 5.1145, time 74.35ms, mfu 14.71%
iter 2750: loss 4.9863, time 74.32ms, mfu 14.71%
iter 2760: loss 5.0431, time 74.36ms, mfu 14.71%
iter 2770: loss 5.3093, time 74.35ms, mfu 14.71%
iter 2780: loss 5.0622, time 74.30ms, mfu 14.71%
iter 2790: loss 5.2585, time 74.39ms, mfu 14.71%
iter 2800: loss 5.0952, time 74.35ms, mfu 14.71%
iter 2810: loss 5.0176, time 74.35ms, mfu 14.71%
iter 2820: loss 4.9590, time 74.35ms, mfu 14.71%
iter 2830: loss 5.0951, time 74.41ms, mfu 14.71%
iter 2840: loss 5.0307, time 74.43ms, mfu 14.71%
iter 2850: loss 5.0896, time 74.29ms, mfu 14.71%
iter 2860: loss 5.0399, time 74.38ms, mfu 14.71%
iter 2870: loss 5.1639, time 74.32ms, mfu 14.71%
iter 2880: loss 5.2459, time 74.33ms, mfu 14.71%
iter 2890: loss 5.1815, time 74.34ms, mfu 14.71%
iter 2900: loss 5.1123, time 74.33ms, mfu 14.71%
iter 2910: loss 5.1124, time 74.37ms, mfu 14.71%
iter 2920: loss 5.1326, time 74.34ms, mfu 14.71%
iter 2930: loss 5.0634, time 74.38ms, mfu 14.71%
iter 2940: loss 5.0938, time 74.37ms, mfu 14.71%
iter 2950: loss 5.0946, time 74.40ms, mfu 14.71%
iter 2960: loss 5.0418, time 74.37ms, mfu 14.71%
iter 2970: loss 5.0883, time 74.34ms, mfu 14.71%
iter 2980: loss 5.0047, time 74.35ms, mfu 14.71%
iter 2990: loss 5.0270, time 74.28ms, mfu 14.71%
0.08847554524739583
0.6694564819335938
0.68450927734375
0.6560770670572916
0.5907389322916666
0.6064529418945312
step 3000: train loss 5.0273, val loss 5.0285
saving checkpoint to out-nano-gpt2-BlockReGLU2
iter 3000: loss 5.1123, time 17400.86ms, mfu 13.25%
iter 3010: loss 4.8554, time 74.38ms, mfu 13.39%
iter 3020: loss 5.3090, time 74.37ms, mfu 13.52%
iter 3030: loss 4.8760, time 74.37ms, mfu 13.64%
iter 3040: loss 4.9990, time 74.32ms, mfu 13.75%
iter 3050: loss 4.8538, time 74.40ms, mfu 13.84%
iter 3060: loss 4.9471, time 74.33ms, mfu 13.93%
iter 3070: loss 5.0098, time 74.42ms, mfu 14.01%
iter 3080: loss 4.9376, time 74.32ms, mfu 14.08%
iter 3090: loss 4.9372, time 74.39ms, mfu 14.14%
iter 3100: loss 5.2039, time 74.31ms, mfu 14.20%
iter 3110: loss 4.9004, time 74.39ms, mfu 14.25%
iter 3120: loss 5.1340, time 74.35ms, mfu 14.30%
iter 3130: loss 5.1544, time 74.35ms, mfu 14.34%
iter 3140: loss 5.0583, time 74.33ms, mfu 14.37%
iter 3150: loss 5.1572, time 74.34ms, mfu 14.41%
iter 3160: loss 5.1853, time 74.33ms, mfu 14.44%
iter 3170: loss 4.8943, time 74.37ms, mfu 14.47%
iter 3180: loss 5.0429, time 74.35ms, mfu 14.49%
iter 3190: loss 5.1096, time 74.35ms, mfu 14.51%
iter 3200: loss 4.9502, time 74.36ms, mfu 14.53%
iter 3210: loss 5.1638, time 74.39ms, mfu 14.55%
iter 3220: loss 4.9138, time 74.42ms, mfu 14.56%
iter 3230: loss 4.8475, time 74.36ms, mfu 14.58%
iter 3240: loss 4.9442, time 74.39ms, mfu 14.59%
iter 3250: loss 4.9723, time 74.33ms, mfu 14.60%
iter 3260: loss 4.9458, time 74.35ms, mfu 14.61%
iter 3270: loss 5.0710, time 74.38ms, mfu 14.62%
iter 3280: loss 4.9587, time 74.33ms, mfu 14.63%
iter 3290: loss 5.0687, time 74.37ms, mfu 14.64%
iter 3300: loss 4.8538, time 74.35ms, mfu 14.65%
iter 3310: loss 4.8556, time 74.37ms, mfu 14.65%
iter 3320: loss 4.8570, time 74.29ms, mfu 14.66%
iter 3330: loss 5.1050, time 74.36ms, mfu 14.66%
iter 3340: loss 4.9376, time 74.35ms, mfu 14.67%
iter 3350: loss 5.1522, time 74.38ms, mfu 14.67%
iter 3360: loss 4.9277, time 74.37ms, mfu 14.68%
iter 3370: loss 4.9464, time 74.37ms, mfu 14.68%
iter 3380: loss 4.9438, time 74.36ms, mfu 14.68%
iter 3390: loss 4.7350, time 74.32ms, mfu 14.68%
iter 3400: loss 5.0784, time 74.36ms, mfu 14.69%
iter 3410: loss 5.0685, time 74.38ms, mfu 14.69%
iter 3420: loss 5.1429, time 74.36ms, mfu 14.69%
iter 3430: loss 4.8833, time 74.39ms, mfu 14.69%
iter 3440: loss 4.8345, time 74.46ms, mfu 14.69%
iter 3450: loss 5.0514, time 74.38ms, mfu 14.69%
iter 3460: loss 5.0449, time 74.36ms, mfu 14.69%
iter 3470: loss 4.7838, time 74.33ms, mfu 14.70%
iter 3480: loss 5.0864, time 74.36ms, mfu 14.70%
iter 3490: loss 5.0618, time 74.38ms, mfu 14.70%
iter 3500: loss 4.8611, time 74.38ms, mfu 14.70%
iter 3510: loss 4.9439, time 74.37ms, mfu 14.70%
iter 3520: loss 4.9768, time 74.34ms, mfu 14.70%
iter 3530: loss 4.9842, time 74.37ms, mfu 14.70%
iter 3540: loss 4.8107, time 74.39ms, mfu 14.70%
iter 3550: loss 4.9726, time 74.33ms, mfu 14.70%
iter 3560: loss 4.8848, time 74.39ms, mfu 14.70%
iter 3570: loss 4.7714, time 74.38ms, mfu 14.70%
iter 3580: loss 4.9762, time 74.37ms, mfu 14.70%
iter 3590: loss 4.8070, time 74.34ms, mfu 14.70%
iter 3600: loss 5.0698, time 74.34ms, mfu 14.71%
iter 3610: loss 4.8511, time 74.37ms, mfu 14.71%
iter 3620: loss 4.8594, time 74.38ms, mfu 14.71%
iter 3630: loss 4.8766, time 74.38ms, mfu 14.71%
iter 3640: loss 5.0515, time 74.35ms, mfu 14.71%
iter 3650: loss 4.7950, time 74.34ms, mfu 14.71%
iter 3660: loss 4.8794, time 74.31ms, mfu 14.71%
iter 3670: loss 5.0907, time 74.31ms, mfu 14.71%
iter 3680: loss 4.8813, time 74.32ms, mfu 14.71%
iter 3690: loss 4.9425, time 74.31ms, mfu 14.71%
iter 3700: loss 4.9653, time 74.35ms, mfu 14.71%
iter 3710: loss 4.8624, time 74.36ms, mfu 14.71%
iter 3720: loss 4.7245, time 74.32ms, mfu 14.71%
iter 3730: loss 4.8836, time 74.38ms, mfu 14.71%
iter 3740: loss 5.0110, time 74.35ms, mfu 14.71%
iter 3750: loss 4.6776, time 74.35ms, mfu 14.71%
iter 3760: loss 4.9010, time 74.38ms, mfu 14.71%
iter 3770: loss 4.8068, time 74.32ms, mfu 14.71%
iter 3780: loss 5.0118, time 74.35ms, mfu 14.71%
iter 3790: loss 4.8246, time 74.37ms, mfu 14.71%
iter 3800: loss 4.9703, time 74.33ms, mfu 14.71%
iter 3810: loss 4.8327, time 74.33ms, mfu 14.71%
iter 3820: loss 4.7217, time 74.35ms, mfu 14.71%
iter 3830: loss 4.8444, time 74.34ms, mfu 14.71%
iter 3840: loss 4.8822, time 74.32ms, mfu 14.71%
iter 3850: loss 4.9646, time 74.36ms, mfu 14.71%
iter 3860: loss 5.0029, time 74.37ms, mfu 14.71%
iter 3870: loss 4.8285, time 74.33ms, mfu 14.71%
iter 3880: loss 4.5261, time 74.34ms, mfu 14.71%
iter 3890: loss 4.8816, time 74.40ms, mfu 14.71%
iter 3900: loss 4.7203, time 74.38ms, mfu 14.71%
iter 3910: loss 4.8589, time 74.32ms, mfu 14.71%
iter 3920: loss 4.9150, time 74.36ms, mfu 14.71%
iter 3930: loss 4.9485, time 74.31ms, mfu 14.71%
iter 3940: loss 4.7702, time 74.32ms, mfu 14.71%
iter 3950: loss 4.9080, time 74.37ms, mfu 14.71%
iter 3960: loss 4.8555, time 74.37ms, mfu 14.71%
iter 3970: loss 4.7847, time 74.32ms, mfu 14.71%
iter 3980: loss 4.9872, time 74.31ms, mfu 14.71%
