Overriding config with ./config/train_nano_gpt2.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-nano-gpt2-ReGLU'
eval_interval = 500 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'owt'
wandb_run_name = 'nano-gpt2'

dataset = 'openwebtext'
gradient_accumulation_steps = 2
batch_size = 8
block_size = 1024 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 1e5
lr_decay_iters = 1e5 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 29.94M
num decayed parameter tensors: 32, with 30,326,784 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 860: loss 5.7468, time 255.83ms, mfu 4.27%
iter 870: loss 5.5307, time 254.82ms, mfu 4.27%
iter 880: loss 5.6101, time 255.28ms, mfu 4.27%
iter 890: loss 5.6242, time 255.19ms, mfu 4.27%
iter 900: loss 5.5049, time 255.00ms, mfu 4.27%
iter 910: loss 5.3787, time 254.74ms, mfu 4.27%
iter 920: loss 5.5558, time 254.94ms, mfu 4.27%
iter 930: loss 5.5690, time 255.19ms, mfu 4.27%
iter 940: loss 5.7284, time 255.09ms, mfu 4.28%
iter 950: loss 5.4217, time 255.51ms, mfu 4.28%
iter 960: loss 5.6201, time 256.05ms, mfu 4.27%
iter 970: loss 5.3257, time 255.30ms, mfu 4.27%
iter 980: loss 5.5778, time 254.74ms, mfu 4.28%
iter 990: loss 5.5062, time 255.13ms, mfu 4.28%
step 1000: train loss 5.5581, val loss 5.5698
saving checkpoint to out-nano-gpt2-ReGLU
iter 1000: loss 5.5116, time 10925.50ms, mfu 3.86%
iter 1010: loss 5.3540, time 256.28ms, mfu 3.90%
iter 1020: loss 5.5171, time 255.20ms, mfu 3.94%
iter 1030: loss 5.4588, time 255.57ms, mfu 3.97%
iter 1040: loss 5.6124, time 255.17ms, mfu 4.00%
iter 1050: loss 5.4885, time 255.26ms, mfu 4.03%
iter 1060: loss 5.4881, time 255.34ms, mfu 4.05%
iter 1070: loss 6.0076, time 255.82ms, mfu 4.08%
iter 1080: loss 5.6217, time 255.17ms, mfu 4.10%
iter 1090: loss 5.4596, time 254.95ms, mfu 4.11%
iter 1100: loss 5.4570, time 255.16ms, mfu 4.13%
iter 1110: loss 5.6743, time 255.13ms, mfu 4.15%
iter 1120: loss 5.1953, time 255.27ms, mfu 4.16%
iter 1130: loss 5.4228, time 255.53ms, mfu 4.17%
iter 1140: loss 5.3933, time 255.33ms, mfu 4.18%
iter 1150: loss 5.6051, time 255.61ms, mfu 4.19%
iter 1160: loss 5.6037, time 255.49ms, mfu 4.20%
iter 1170: loss 5.3222, time 254.89ms, mfu 4.21%
iter 1180: loss 5.4187, time 255.46ms, mfu 4.21%
iter 1190: loss 5.5437, time 256.37ms, mfu 4.22%
iter 1200: loss 5.5968, time 255.56ms, mfu 4.22%
iter 1210: loss 5.4787, time 254.70ms, mfu 4.23%
iter 1220: loss 5.1270, time 254.78ms, mfu 4.24%
iter 1230: loss 5.2039, time 255.14ms, mfu 4.24%
iter 1240: loss 5.3299, time 255.80ms, mfu 4.24%
iter 1250: loss 5.2797, time 255.25ms, mfu 4.25%
iter 1260: loss 5.5621, time 255.10ms, mfu 4.25%
iter 1270: loss 5.2892, time 254.93ms, mfu 4.25%
iter 1280: loss 5.2103, time 255.22ms, mfu 4.26%
iter 1290: loss 5.1970, time 255.72ms, mfu 4.26%
iter 1300: loss 5.4754, time 255.20ms, mfu 4.26%
iter 1310: loss 5.5030, time 254.77ms, mfu 4.26%
iter 1320: loss 5.2389, time 255.52ms, mfu 4.26%
iter 1330: loss 5.2473, time 256.17ms, mfu 4.26%
iter 1340: loss 5.1876, time 255.14ms, mfu 4.26%
iter 1350: loss 5.6481, time 255.30ms, mfu 4.27%
iter 1360: loss 5.6279, time 254.66ms, mfu 4.27%
iter 1370: loss 5.3473, time 255.63ms, mfu 4.27%
iter 1380: loss 5.8078, time 256.16ms, mfu 4.27%
iter 1390: loss 5.5956, time 255.40ms, mfu 4.27%
iter 1400: loss 5.4228, time 255.21ms, mfu 4.27%
iter 1410: loss 5.1197, time 255.75ms, mfu 4.27%
iter 1420: loss 5.3841, time 255.65ms, mfu 4.27%
iter 1430: loss 5.3082, time 255.35ms, mfu 4.27%
iter 1440: loss 5.1977, time 254.89ms, mfu 4.27%
iter 1450: loss 5.3068, time 255.36ms, mfu 4.27%
iter 1460: loss 5.4086, time 255.88ms, mfu 4.27%
iter 1470: loss 5.1546, time 256.09ms, mfu 4.27%
iter 1480: loss 5.2766, time 255.70ms, mfu 4.27%
iter 1490: loss 5.2097, time 255.39ms, mfu 4.27%
step 1500: train loss 5.2192, val loss 5.2026
saving checkpoint to out-nano-gpt2-ReGLU
iter 1500: loss 4.9620, time 10925.63ms, mfu 3.85%
iter 1510: loss 5.1843, time 255.82ms, mfu 3.90%
iter 1520: loss 5.0269, time 255.06ms, mfu 3.93%
iter 1530: loss 5.1560, time 255.22ms, mfu 3.97%
iter 1540: loss 5.3162, time 255.12ms, mfu 4.00%
iter 1550: loss 5.2087, time 255.90ms, mfu 4.03%
iter 1560: loss 5.2047, time 255.50ms, mfu 4.05%
iter 1570: loss 5.2241, time 255.76ms, mfu 4.07%
iter 1580: loss 5.1714, time 255.58ms, mfu 4.09%
iter 1590: loss 5.2517, time 255.83ms, mfu 4.11%
iter 1600: loss 5.3938, time 254.68ms, mfu 4.13%
iter 1610: loss 5.0421, time 256.63ms, mfu 4.14%
iter 1620: loss 5.2918, time 255.86ms, mfu 4.15%
iter 1630: loss 4.9372, time 255.96ms, mfu 4.16%
iter 1640: loss 4.7950, time 254.74ms, mfu 4.18%
iter 1650: loss 5.0925, time 256.18ms, mfu 4.19%
iter 1660: loss 5.2975, time 255.54ms, mfu 4.19%
iter 1670: loss 5.0340, time 255.34ms, mfu 4.20%
iter 1680: loss 5.1111, time 254.69ms, mfu 4.21%
iter 1690: loss 5.3298, time 255.19ms, mfu 4.22%
iter 1700: loss 5.2420, time 255.34ms, mfu 4.22%
iter 1710: loss 5.2383, time 256.06ms, mfu 4.23%
iter 1720: loss 5.0013, time 255.18ms, mfu 4.23%
iter 1730: loss 5.0281, time 255.17ms, mfu 4.24%
iter 1740: loss 5.2746, time 256.09ms, mfu 4.24%
iter 1750: loss 5.3674, time 255.20ms, mfu 4.24%
iter 1760: loss 5.1166, time 254.73ms, mfu 4.25%
iter 1770: loss 4.9923, time 255.85ms, mfu 4.25%
iter 1780: loss 5.2843, time 255.71ms, mfu 4.25%
iter 1790: loss 4.9603, time 254.68ms, mfu 4.26%
iter 1800: loss 5.1010, time 254.88ms, mfu 4.26%
iter 1810: loss 5.2236, time 255.92ms, mfu 4.26%
iter 1820: loss 5.1124, time 255.21ms, mfu 4.26%
iter 1830: loss 5.0588, time 254.88ms, mfu 4.26%
iter 1840: loss 5.0506, time 255.68ms, mfu 4.26%
iter 1850: loss 5.0345, time 255.76ms, mfu 4.26%
iter 1860: loss 4.9561, time 255.16ms, mfu 4.27%
iter 1870: loss 5.2175, time 255.12ms, mfu 4.27%
iter 1880: loss 5.1494, time 255.08ms, mfu 4.27%
iter 1890: loss 5.7919, time 255.05ms, mfu 4.27%
iter 1900: loss 5.0501, time 255.17ms, mfu 4.27%
iter 1910: loss 5.0602, time 255.66ms, mfu 4.27%
iter 1920: loss 5.2728, time 255.30ms, mfu 4.27%
iter 1930: loss 5.2559, time 255.13ms, mfu 4.27%
iter 1940: loss 4.9400, time 255.15ms, mfu 4.27%
iter 1950: loss 4.9802, time 254.67ms, mfu 4.27%
iter 1960: loss 5.0509, time 255.31ms, mfu 4.28%
iter 1970: loss 5.3128, time 255.26ms, mfu 4.28%
iter 1980: loss 4.9187, time 254.93ms, mfu 4.28%
iter 1990: loss 5.2437, time 255.05ms, mfu 4.28%
step 2000: train loss 5.0327, val loss 5.0452
saving checkpoint to out-nano-gpt2-ReGLU
iter 2000: loss 4.9522, time 10930.25ms, mfu 3.86%
iter 2010: loss 5.0011, time 255.49ms, mfu 3.90%
iter 2020: loss 4.9309, time 255.30ms, mfu 3.94%
iter 2030: loss 5.1209, time 255.64ms, mfu 3.97%
iter 2040: loss 4.9786, time 254.57ms, mfu 4.00%
iter 2050: loss 5.2397, time 254.97ms, mfu 4.03%
iter 2060: loss 4.9161, time 254.98ms, mfu 4.06%
iter 2070: loss 4.9087, time 255.81ms, mfu 4.08%
iter 2080: loss 5.0016, time 255.04ms, mfu 4.10%
iter 2090: loss 5.0025, time 255.33ms, mfu 4.12%
iter 2100: loss 5.1473, time 255.15ms, mfu 4.13%
iter 2110: loss 5.3191, time 254.93ms, mfu 4.15%
iter 2120: loss 4.9406, time 255.35ms, mfu 4.16%
iter 2130: loss 4.9078, time 255.13ms, mfu 4.17%
iter 2140: loss 5.0011, time 255.36ms, mfu 4.18%
iter 2150: loss 4.8756, time 255.04ms, mfu 4.19%
iter 2160: loss 4.8492, time 255.11ms, mfu 4.20%
iter 2170: loss 5.0222, time 255.88ms, mfu 4.21%
iter 2180: loss 5.0662, time 255.74ms, mfu 4.21%
iter 2190: loss 5.0160, time 254.71ms, mfu 4.22%
iter 2200: loss 4.9069, time 255.04ms, mfu 4.23%
iter 2210: loss 4.7421, time 259.66ms, mfu 4.23%
iter 2220: loss 4.7014, time 255.00ms, mfu 4.23%
iter 2230: loss 4.9386, time 255.19ms, mfu 4.24%
iter 2240: loss 4.7548, time 254.97ms, mfu 4.24%
iter 2250: loss 5.2459, time 255.18ms, mfu 4.24%
iter 2260: loss 4.8675, time 255.20ms, mfu 4.25%
iter 2270: loss 5.2789, time 255.16ms, mfu 4.25%
iter 2280: loss 4.8385, time 254.74ms, mfu 4.25%
iter 2290: loss 5.0875, time 255.70ms, mfu 4.26%
iter 2300: loss 4.8664, time 255.83ms, mfu 4.26%
iter 2310: loss 4.9440, time 254.96ms, mfu 4.26%
iter 2320: loss 4.8740, time 254.95ms, mfu 4.26%
iter 2330: loss 5.1276, time 256.60ms, mfu 4.26%
iter 2340: loss 5.0008, time 256.10ms, mfu 4.26%
iter 2350: loss 4.7951, time 254.67ms, mfu 4.26%
iter 2360: loss 5.2003, time 254.93ms, mfu 4.27%
iter 2370: loss 5.1542, time 256.15ms, mfu 4.27%
iter 2380: loss 4.9249, time 255.70ms, mfu 4.27%
iter 2390: loss 4.8445, time 255.06ms, mfu 4.27%
iter 2400: loss 4.7611, time 255.25ms, mfu 4.27%
iter 2410: loss 4.8317, time 255.33ms, mfu 4.27%
iter 2420: loss 4.7834, time 254.99ms, mfu 4.27%
iter 2430: loss 4.8604, time 255.42ms, mfu 4.27%
iter 2440: loss 4.9152, time 255.16ms, mfu 4.27%
iter 2450: loss 5.0464, time 254.84ms, mfu 4.27%
iter 2460: loss 4.9400, time 255.18ms, mfu 4.27%
iter 2470: loss 4.7400, time 255.62ms, mfu 4.27%
iter 2480: loss 5.0810, time 254.86ms, mfu 4.27%
iter 2490: loss 4.9031, time 255.65ms, mfu 4.27%
step 2500: train loss 4.8513, val loss 4.8380
saving checkpoint to out-nano-gpt2-ReGLU
iter 2500: loss 4.7796, time 10917.43ms, mfu 3.86%
iter 2510: loss 4.8901, time 255.37ms, mfu 3.90%
iter 2520: loss 4.9785, time 255.53ms, mfu 3.94%
iter 2530: loss 5.2587, time 255.32ms, mfu 3.97%
iter 2540: loss 4.7277, time 255.41ms, mfu 4.00%
iter 2550: loss 4.8361, time 255.85ms, mfu 4.03%
iter 2560: loss 4.9140, time 255.52ms, mfu 4.05%
iter 2570: loss 4.6786, time 255.18ms, mfu 4.07%
iter 2580: loss 4.5881, time 256.03ms, mfu 4.09%
iter 2590: loss 4.7247, time 254.84ms, mfu 4.11%
iter 2600: loss 4.9666, time 256.34ms, mfu 4.13%
iter 2610: loss 4.8230, time 255.44ms, mfu 4.14%
iter 2620: loss 4.9749, time 255.91ms, mfu 4.15%
iter 2630: loss 4.8944, time 255.17ms, mfu 4.17%
iter 2640: loss 4.9556, time 255.61ms, mfu 4.18%
iter 2650: loss 4.6925, time 255.22ms, mfu 4.19%
iter 2660: loss 4.9021, time 256.28ms, mfu 4.20%
iter 2670: loss 4.7636, time 255.11ms, mfu 4.20%
iter 2680: loss 4.9258, time 256.36ms, mfu 4.21%
iter 2690: loss 4.8588, time 256.08ms, mfu 4.21%
iter 2700: loss 4.7294, time 257.26ms, mfu 4.22%
iter 2710: loss 4.7357, time 255.50ms, mfu 4.22%
iter 2720: loss 4.8389, time 256.30ms, mfu 4.23%
iter 2730: loss 4.5783, time 255.00ms, mfu 4.23%
iter 2740: loss 5.0738, time 255.82ms, mfu 4.24%
iter 2750: loss 4.7393, time 255.51ms, mfu 4.24%
iter 2760: loss 4.7469, time 255.29ms, mfu 4.24%
iter 2770: loss 4.5370, time 255.32ms, mfu 4.25%
iter 2780: loss 4.8091, time 255.74ms, mfu 4.25%
iter 2790: loss 4.8170, time 255.06ms, mfu 4.25%
iter 2800: loss 4.4825, time 255.83ms, mfu 4.25%
iter 2810: loss 4.6269, time 255.46ms, mfu 4.26%
iter 2820: loss 4.7649, time 255.11ms, mfu 4.26%
iter 2830: loss 4.8546, time 255.20ms, mfu 4.26%
iter 2840: loss 4.9761, time 255.89ms, mfu 4.26%
iter 2850: loss 4.8338, time 255.36ms, mfu 4.26%
iter 2860: loss 4.7046, time 254.87ms, mfu 4.26%
iter 2870: loss 4.9512, time 254.88ms, mfu 4.27%
iter 2880: loss 5.0836, time 254.83ms, mfu 4.27%
iter 2890: loss 4.8918, time 255.07ms, mfu 4.27%
iter 2900: loss 4.6942, time 254.96ms, mfu 4.27%
iter 2910: loss 4.5223, time 255.52ms, mfu 4.27%
iter 2920: loss 4.7818, time 255.92ms, mfu 4.27%
iter 2930: loss 4.7379, time 255.18ms, mfu 4.27%
iter 2940: loss 4.9145, time 255.12ms, mfu 4.27%
iter 2950: loss 4.7499, time 254.97ms, mfu 4.27%
iter 2960: loss 4.6602, time 255.26ms, mfu 4.27%
iter 2970: loss 4.6477, time 255.01ms, mfu 4.27%
iter 2980: loss 4.3264, time 255.26ms, mfu 4.28%
iter 2990: loss 4.5743, time 255.13ms, mfu 4.28%
step 3000: train loss 4.7126, val loss 4.7080
saving checkpoint to out-nano-gpt2-ReGLU
iter 3000: loss 4.6311, time 10907.27ms, mfu 3.86%
iter 3010: loss 4.6814, time 254.42ms, mfu 3.90%
iter 3020: loss 4.5966, time 255.81ms, mfu 3.94%
iter 3030: loss 4.8178, time 255.27ms, mfu 3.97%
iter 3040: loss 4.8576, time 254.78ms, mfu 4.00%
iter 3050: loss 4.6265, time 254.91ms, mfu 4.03%
iter 3060: loss 4.5335, time 255.91ms, mfu 4.06%
iter 3070: loss 4.5275, time 255.10ms, mfu 4.08%
iter 3080: loss 4.9040, time 254.90ms, mfu 4.10%
iter 3090: loss 4.4788, time 255.45ms, mfu 4.12%
iter 3100: loss 4.6633, time 256.12ms, mfu 4.13%
iter 3110: loss 4.3813, time 254.98ms, mfu 4.15%
iter 3120: loss 4.8260, time 255.02ms, mfu 4.16%
iter 3130: loss 4.4821, time 254.90ms, mfu 4.17%
iter 3140: loss 4.6425, time 255.19ms, mfu 4.18%
iter 3150: loss 4.9897, time 255.77ms, mfu 4.19%
iter 3160: loss 4.7152, time 255.05ms, mfu 4.20%
iter 3170: loss 4.8224, time 255.13ms, mfu 4.21%
iter 3180: loss 4.7398, time 255.88ms, mfu 4.21%
iter 3190: loss 4.8644, time 255.19ms, mfu 4.22%
iter 3200: loss 4.7673, time 255.00ms, mfu 4.23%
iter 3210: loss 4.6359, time 255.34ms, mfu 4.23%
iter 3220: loss 4.6775, time 256.18ms, mfu 4.23%
iter 3230: loss 4.5247, time 254.91ms, mfu 4.24%
iter 3240: loss 4.7589, time 255.48ms, mfu 4.24%
iter 3250: loss 4.6875, time 254.95ms, mfu 4.25%
iter 3260: loss 4.6849, time 255.70ms, mfu 4.25%
iter 3270: loss 4.7253, time 255.88ms, mfu 4.25%
iter 3280: loss 4.6603, time 255.26ms, mfu 4.25%
iter 3290: loss 4.8944, time 254.95ms, mfu 4.26%
iter 3300: loss 4.6878, time 255.57ms, mfu 4.26%
iter 3310: loss 4.6506, time 256.02ms, mfu 4.26%
iter 3320: loss 4.7934, time 254.87ms, mfu 4.26%
iter 3330: loss 4.5855, time 255.55ms, mfu 4.26%
iter 3340: loss 4.7811, time 255.48ms, mfu 4.26%
iter 3350: loss 4.7087, time 254.86ms, mfu 4.27%
iter 3360: loss 4.7514, time 255.16ms, mfu 4.27%
iter 3370: loss 4.6535, time 255.30ms, mfu 4.27%
iter 3380: loss 4.4913, time 255.37ms, mfu 4.27%
iter 3390: loss 4.7226, time 254.77ms, mfu 4.27%
iter 3400: loss 4.1363, time 255.40ms, mfu 4.27%
iter 3410: loss 4.6995, time 255.31ms, mfu 4.27%
iter 3420: loss 4.7723, time 255.87ms, mfu 4.27%
iter 3430: loss 4.6175, time 255.31ms, mfu 4.27%
iter 3440: loss 4.7712, time 254.86ms, mfu 4.27%
iter 3450: loss 4.6585, time 255.31ms, mfu 4.27%
iter 3460: loss 4.5178, time 256.38ms, mfu 4.27%
iter 3470: loss 4.6243, time 254.93ms, mfu 4.27%
iter 3480: loss 4.5821, time 254.96ms, mfu 4.27%
iter 3490: loss 4.7746, time 255.21ms, mfu 4.27%
step 3500: train loss 4.5959, val loss 4.6133
saving checkpoint to out-nano-gpt2-ReGLU
iter 3500: loss 4.7185, time 10890.93ms, mfu 3.86%
iter 3510: loss 4.6089, time 254.80ms, mfu 3.90%
iter 3520: loss 4.8638, time 255.50ms, mfu 3.94%
iter 3530: loss 4.5160, time 255.74ms, mfu 3.97%
iter 3540: loss 4.5450, time 255.22ms, mfu 4.00%
iter 3550: loss 4.6024, time 255.35ms, mfu 4.03%
iter 3560: loss 4.6128, time 254.99ms, mfu 4.05%
iter 3570: loss 4.6211, time 255.68ms, mfu 4.08%
iter 3580: loss 4.6121, time 255.15ms, mfu 4.10%
iter 3590: loss 4.2503, time 254.86ms, mfu 4.12%
iter 3600: loss 4.7989, time 255.54ms, mfu 4.13%
iter 3610: loss 4.7436, time 255.65ms, mfu 4.15%
iter 3620: loss 4.5064, time 256.18ms, mfu 4.16%
iter 3630: loss 4.6041, time 254.85ms, mfu 4.17%
iter 3640: loss 4.6150, time 254.87ms, mfu 4.18%
iter 3650: loss 4.7329, time 255.51ms, mfu 4.19%
iter 3660: loss 4.4884, time 255.33ms, mfu 4.20%
iter 3670: loss 4.5852, time 254.79ms, mfu 4.21%
iter 3680: loss 4.4671, time 255.06ms, mfu 4.21%
iter 3690: loss 4.7255, time 256.08ms, mfu 4.22%
iter 3700: loss 4.4964, time 255.11ms, mfu 4.23%
iter 3710: loss 4.4211, time 254.94ms, mfu 4.23%
iter 3720: loss 4.4344, time 254.90ms, mfu 4.24%
iter 3730: loss 4.6799, time 255.29ms, mfu 4.24%
iter 3740: loss 4.5588, time 255.50ms, mfu 4.24%
iter 3750: loss 4.6707, time 255.05ms, mfu 4.25%
iter 3760: loss 4.5909, time 255.09ms, mfu 4.25%
iter 3770: loss 4.6738, time 255.23ms, mfu 4.25%
iter 3780: loss 4.5194, time 256.01ms, mfu 4.26%
iter 3790: loss 4.6863, time 254.57ms, mfu 4.26%
iter 3800: loss 4.4136, time 256.44ms, mfu 4.26%
iter 3810: loss 4.7419, time 255.96ms, mfu 4.26%
iter 3820: loss 4.6072, time 255.15ms, mfu 4.26%
iter 3830: loss 4.6865, time 254.97ms, mfu 4.26%
iter 3840: loss 4.6474, time 256.11ms, mfu 4.26%
iter 3850: loss 4.6067, time 255.51ms, mfu 4.26%
iter 3860: loss 4.6477, time 254.74ms, mfu 4.27%
iter 3870: loss 4.8489, time 255.48ms, mfu 4.27%
iter 3880: loss 4.5265, time 256.31ms, mfu 4.27%
iter 3890: loss 4.4958, time 255.17ms, mfu 4.27%
iter 3900: loss 4.6497, time 254.98ms, mfu 4.27%
iter 3910: loss 4.5531, time 254.97ms, mfu 4.27%
iter 3920: loss 4.4957, time 255.69ms, mfu 4.27%
iter 3930: loss 4.7655, time 255.29ms, mfu 4.27%
iter 3940: loss 4.6239, time 254.91ms, mfu 4.27%
iter 3950: loss 4.6527, time 255.14ms, mfu 4.27%
iter 3960: loss 4.5308, time 255.23ms, mfu 4.27%
iter 3970: loss 4.7976, time 255.37ms, mfu 4.27%
iter 3980: loss 4.6993, time 254.71ms, mfu 4.28%
iter 3990: loss 4.3975, time 255.32ms, mfu 4.28%
step 4000: train loss 4.5642, val loss 4.5536
saving checkpoint to out-nano-gpt2-ReGLU
iter 4000: loss 4.6268, time 10901.17ms, mfu 3.86%
