((myvenv) ) hjh@autodl-container-1f8f48aae9-1a7a56b4:/root/autodl-tmp/hjh/nanoGPT$ python3 ./train.py ./config/train_nano_gpt2.py 
Overriding config with ./config/train_nano_gpt2.py:
# init_from = 'resume'

out_dir = 'out-nano-gpt2-BlockReGLU'
eval_interval = 1000
eval_iters = 500 # number of batches for evaluation
log_interval = 10

always_save_checkpoint = False

wandb_log = False

dataset = 'openwebtext'
# 16k tokens for each weight update
gradient_accumulation_steps = 1
batch_size = 16
block_size = 1024

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384

# learning_rate = 2e-4
# min_lr = 2e-5 # learning_rate / 10 usually
learning_rate = 1e-3
min_lr = 1e-4 # learning_rate / 10 usually

# max_iters = 1e5
max_iters = 2e5
lr_decay_iters = 1e5 # make equal to max_iters usually

warmup_iters = 100

tokens per iteration will be: 16,384
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
number of parameters: 29.99M
num decayed parameter tensors: 32, with 30,382,080 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 810: loss 5.6422, time 74.10ms, mfu 14.76%
iter 820: loss 5.6867, time 74.13ms, mfu 14.76%
iter 830: loss 5.8952, time 74.13ms, mfu 14.76%
iter 840: loss 5.6759, time 74.12ms, mfu 14.76%
iter 850: loss 5.5396, time 74.13ms, mfu 14.76%
iter 860: loss 5.7495, time 74.12ms, mfu 14.76%
iter 870: loss 5.6695, time 74.18ms, mfu 14.75%
iter 880: loss 5.6490, time 74.13ms, mfu 14.75%
iter 890: loss 5.6113, time 74.13ms, mfu 14.75%
iter 900: loss 5.6332, time 74.15ms, mfu 14.75%
iter 910: loss 5.7237, time 74.13ms, mfu 14.75%
iter 920: loss 5.5975, time 74.13ms, mfu 14.75%
iter 930: loss 5.5229, time 74.12ms, mfu 14.75%
iter 940: loss 5.5365, time 74.17ms, mfu 14.75%
iter 950: loss 5.5795, time 74.17ms, mfu 14.75%
iter 960: loss 5.5004, time 74.15ms, mfu 14.75%
iter 970: loss 5.8555, time 74.14ms, mfu 14.75%
iter 980: loss 5.3332, time 74.17ms, mfu 14.75%
iter 990: loss 5.4092, time 74.14ms, mfu 14.75%
0.2237065633138021
0.7643025716145834
0.8470713297526041
0.7971140543619791
0.6645456949869791
0.6540400187174479
step 1000: train loss 5.5675, val loss 5.5663
saving checkpoint to out-nano-gpt2-BlockReGLU
iter 1000: loss 5.6249, time 17348.21ms, mfu 13.28%
iter 1010: loss 5.6043, time 74.12ms, mfu 13.43%
iter 1020: loss 5.4348, time 74.18ms, mfu 13.56%
iter 1030: loss 5.4241, time 74.18ms, mfu 13.68%
iter 1040: loss 5.5997, time 74.12ms, mfu 13.79%
iter 1050: loss 5.4223, time 74.19ms, mfu 13.88%
iter 1060: loss 5.3995, time 74.14ms, mfu 13.97%
iter 1070: loss 5.2868, time 74.14ms, mfu 14.05%
iter 1080: loss 5.4989, time 74.15ms, mfu 14.12%
iter 1090: loss 5.6244, time 74.16ms, mfu 14.18%
iter 1100: loss 5.4197, time 74.15ms, mfu 14.24%
iter 1110: loss 5.7097, time 74.14ms, mfu 14.29%
iter 1120: loss 5.8372, time 74.17ms, mfu 14.34%
iter 1130: loss 5.4425, time 74.13ms, mfu 14.38%
iter 1140: loss 5.4325, time 74.18ms, mfu 14.41%
iter 1150: loss 5.3174, time 74.15ms, mfu 14.45%
iter 1160: loss 5.6010, time 74.04ms, mfu 14.48%
iter 1170: loss 5.3296, time 74.11ms, mfu 14.51%
iter 1180: loss 5.4519, time 74.20ms, mfu 14.53%
iter 1190: loss 5.3925, time 74.13ms, mfu 14.55%
iter 1200: loss 5.3963, time 74.15ms, mfu 14.57%
iter 1210: loss 5.2518, time 74.18ms, mfu 14.59%
iter 1220: loss 5.4747, time 74.11ms, mfu 14.61%
iter 1230: loss 5.2725, time 74.19ms, mfu 14.62%
iter 1240: loss 5.3838, time 74.13ms, mfu 14.63%
iter 1250: loss 5.6318, time 74.17ms, mfu 14.65%
iter 1260: loss 5.3768, time 74.15ms, mfu 14.66%
iter 1270: loss 5.5216, time 74.11ms, mfu 14.67%
iter 1280: loss 5.3273, time 74.15ms, mfu 14.67%
iter 1290: loss 5.2429, time 74.16ms, mfu 14.68%
iter 1300: loss 5.3421, time 74.18ms, mfu 14.69%
iter 1310: loss 5.6985, time 74.16ms, mfu 14.69%
iter 1320: loss 5.6995, time 74.16ms, mfu 14.70%
iter 1330: loss 5.2721, time 74.16ms, mfu 14.70%
iter 1340: loss 5.4706, time 74.15ms, mfu 14.71%
iter 1350: loss 5.2698, time 74.14ms, mfu 14.71%
iter 1360: loss 5.4666, time 74.15ms, mfu 14.72%
iter 1370: loss 5.3161, time 74.15ms, mfu 14.72%
iter 1380: loss 5.4743, time 74.12ms, mfu 14.72%
iter 1390: loss 5.4027, time 74.21ms, mfu 14.73%
iter 1400: loss 5.2477, time 74.06ms, mfu 14.73%
iter 1410: loss 5.2925, time 74.17ms, mfu 14.73%
iter 1420: loss 5.5110, time 74.20ms, mfu 14.73%
iter 1430: loss 5.6629, time 74.16ms, mfu 14.73%
iter 1440: loss 5.2534, time 74.21ms, mfu 14.73%
iter 1450: loss 5.3068, time 74.14ms, mfu 14.74%
iter 1460: loss 5.2947, time 74.16ms, mfu 14.74%
iter 1470: loss 5.4670, time 74.15ms, mfu 14.74%
iter 1480: loss 5.3447, time 74.14ms, mfu 14.74%
iter 1490: loss 5.2248, time 74.17ms, mfu 14.74%
iter 1500: loss 5.4397, time 74.20ms, mfu 14.74%
iter 1510: loss 5.3351, time 74.16ms, mfu 14.74%
iter 1520: loss 5.3303, time 74.21ms, mfu 14.74%
iter 1530: loss 5.4952, time 74.13ms, mfu 14.74%
iter 1540: loss 5.4506, time 74.15ms, mfu 14.74%
iter 1550: loss 5.3119, time 74.06ms, mfu 14.75%
iter 1560: loss 5.2821, time 74.16ms, mfu 14.75%
iter 1570: loss 5.3688, time 74.15ms, mfu 14.75%
iter 1580: loss 5.2457, time 74.12ms, mfu 14.75%
iter 1590: loss 5.1292, time 74.17ms, mfu 14.75%
iter 1600: loss 5.2454, time 74.15ms, mfu 14.75%
iter 1610: loss 5.4069, time 74.14ms, mfu 14.75%
iter 1620: loss 5.3058, time 74.17ms, mfu 14.75%
iter 1630: loss 5.2361, time 74.17ms, mfu 14.75%
iter 1640: loss 5.1790, time 74.14ms, mfu 14.75%
iter 1650: loss 5.2539, time 74.16ms, mfu 14.75%
iter 1660: loss 5.1155, time 74.13ms, mfu 14.75%
iter 1670: loss 5.4781, time 74.16ms, mfu 14.75%
iter 1680: loss 5.4687, time 74.14ms, mfu 14.75%
iter 1690: loss 5.1485, time 74.16ms, mfu 14.75%
iter 1700: loss 5.4367, time 74.13ms, mfu 14.75%
iter 1710: loss 5.2192, time 74.16ms, mfu 14.75%
iter 1720: loss 5.1869, time 74.16ms, mfu 14.75%
iter 1730: loss 5.2331, time 74.19ms, mfu 14.75%
iter 1740: loss 5.1856, time 74.15ms, mfu 14.75%
iter 1750: loss 5.1708, time 74.17ms, mfu 14.75%
iter 1760: loss 5.2386, time 74.14ms, mfu 14.75%
iter 1770: loss 5.2010, time 74.14ms, mfu 14.75%
iter 1780: loss 5.2349, time 74.17ms, mfu 14.75%
iter 1790: loss 5.1243, time 74.19ms, mfu 14.75%
iter 1800: loss 5.1390, time 74.17ms, mfu 14.75%
iter 1810: loss 5.0799, time 74.16ms, mfu 14.75%
iter 1820: loss 5.2275, time 74.12ms, mfu 14.75%
iter 1830: loss 5.1184, time 74.18ms, mfu 14.75%
iter 1840: loss 5.0792, time 74.17ms, mfu 14.75%
iter 1850: loss 5.0061, time 74.21ms, mfu 14.75%
iter 1860: loss 5.4932, time 74.18ms, mfu 14.75%
iter 1870: loss 5.2226, time 74.14ms, mfu 14.75%
iter 1880: loss 5.3921, time 74.16ms, mfu 14.75%
iter 1890: loss 5.3028, time 74.14ms, mfu 14.75%
iter 1900: loss 5.2134, time 74.18ms, mfu 14.75%
iter 1910: loss 5.1852, time 74.15ms, mfu 14.75%
iter 1920: loss 5.2460, time 74.17ms, mfu 14.75%
iter 1930: loss 5.1831, time 74.16ms, mfu 14.75%
iter 1940: loss 5.1531, time 74.12ms, mfu 14.75%
iter 1950: loss 5.1477, time 74.16ms, mfu 14.75%
iter 1960: loss 5.2715, time 74.14ms, mfu 14.75%
iter 1970: loss 5.3064, time 74.19ms, mfu 14.75%
iter 1980: loss 4.9786, time 74.16ms, mfu 14.75%
iter 1990: loss 5.0676, time 74.16ms, mfu 14.75%
0.23165130615234375
0.8664525349934896
0.8299306233723959
0.7190399169921875
0.5556742350260416
0.5667775472005209
step 2000: train loss 5.1294, val loss 5.1291
saving checkpoint to out-nano-gpt2-BlockReGLU
iter 2000: loss 5.0368, time 17395.43ms, mfu 13.28%
iter 2010: loss 5.0885, time 74.16ms, mfu 13.43%
iter 2020: loss 5.0783, time 74.19ms, mfu 13.56%
iter 2030: loss 5.2536, time 74.25ms, mfu 13.68%
iter 2040: loss 5.1973, time 74.23ms, mfu 13.78%
iter 2050: loss 5.2041, time 74.30ms, mfu 13.87%
iter 2060: loss 5.1848, time 74.19ms, mfu 13.96%
iter 2070: loss 4.8711, time 74.27ms, mfu 14.04%
iter 2080: loss 5.1741, time 74.22ms, mfu 14.11%
iter 2090: loss 4.9671, time 74.21ms, mfu 14.17%
iter 2100: loss 5.1869, time 74.26ms, mfu 14.23%
iter 2110: loss 5.0979, time 74.22ms, mfu 14.28%
iter 2120: loss 5.0650, time 74.23ms, mfu 14.32%
iter 2130: loss 4.9671, time 74.23ms, mfu 14.36%
iter 2140: loss 5.0328, time 74.18ms, mfu 14.40%
iter 2150: loss 4.9953, time 74.22ms, mfu 14.44%
iter 2160: loss 5.0448, time 74.24ms, mfu 14.47%
iter 2170: loss 5.2301, time 74.25ms, mfu 14.49%
iter 2180: loss 5.0510, time 74.22ms, mfu 14.52%
iter 2190: loss 5.1310, time 74.21ms, mfu 14.54%
iter 2200: loss 5.1021, time 74.27ms, mfu 14.56%
iter 2210: loss 5.0307, time 74.26ms, mfu 14.57%
iter 2220: loss 5.1233, time 74.22ms, mfu 14.59%
iter 2230: loss 5.0176, time 74.25ms, mfu 14.60%
iter 2240: loss 5.2336, time 74.24ms, mfu 14.62%
iter 2250: loss 5.1718, time 74.22ms, mfu 14.63%
iter 2260: loss 5.0223, time 74.22ms, mfu 14.64%
iter 2270: loss 5.0240, time 74.22ms, mfu 14.65%
iter 2280: loss 5.1547, time 74.23ms, mfu 14.66%
iter 2290: loss 4.9979, time 74.22ms, mfu 14.67%
iter 2300: loss 5.0941, time 74.18ms, mfu 14.67%
iter 2310: loss 4.9786, time 74.26ms, mfu 14.68%
iter 2320: loss 5.0059, time 74.20ms, mfu 14.69%
iter 2330: loss 4.9749, time 74.23ms, mfu 14.69%
iter 2340: loss 5.0141, time 74.22ms, mfu 14.69%
iter 2350: loss 4.9763, time 74.28ms, mfu 14.70%
iter 2360: loss 5.0111, time 74.22ms, mfu 14.70%
iter 2370: loss 5.1189, time 74.25ms, mfu 14.70%
iter 2380: loss 4.7757, time 74.21ms, mfu 14.71%
iter 2390: loss 5.0444, time 74.24ms, mfu 14.71%
iter 2400: loss 5.1064, time 74.23ms, mfu 14.71%
iter 2410: loss 4.9692, time 74.24ms, mfu 14.71%
iter 2420: loss 4.9300, time 74.21ms, mfu 14.72%
iter 2430: loss 5.0026, time 74.21ms, mfu 14.72%
iter 2440: loss 5.0429, time 74.26ms, mfu 14.72%
iter 2450: loss 4.8321, time 74.25ms, mfu 14.72%
iter 2460: loss 4.9695, time 74.24ms, mfu 14.72%
iter 2470: loss 5.0827, time 74.25ms, mfu 14.72%
iter 2480: loss 4.9841, time 74.21ms, mfu 14.72%
iter 2490: loss 5.0349, time 74.19ms, mfu 14.73%
iter 2500: loss 4.9188, time 74.19ms, mfu 14.73%
iter 2510: loss 5.2627, time 74.21ms, mfu 14.73%
iter 2520: loss 4.8883, time 74.23ms, mfu 14.73%
iter 2530: loss 5.1684, time 74.22ms, mfu 14.73%
iter 2540: loss 4.8436, time 74.24ms, mfu 14.73%
iter 2550: loss 4.8581, time 74.30ms, mfu 14.73%
iter 2560: loss 4.9243, time 74.22ms, mfu 14.73%
iter 2570: loss 4.9105, time 74.18ms, mfu 14.73%
iter 2580: loss 4.8559, time 74.20ms, mfu 14.73%
iter 2590: loss 5.0192, time 74.29ms, mfu 14.73%
iter 2600: loss 5.0152, time 74.21ms, mfu 14.73%
iter 2610: loss 4.9163, time 74.24ms, mfu 14.73%
iter 2620: loss 5.1727, time 74.21ms, mfu 14.73%
iter 2630: loss 5.0277, time 74.20ms, mfu 14.73%
iter 2640: loss 4.8176, time 74.27ms, mfu 14.73%
iter 2650: loss 4.8432, time 74.25ms, mfu 14.73%
iter 2660: loss 4.9835, time 74.22ms, mfu 14.73%
iter 2670: loss 4.8114, time 74.23ms, mfu 14.73%
iter 2680: loss 4.8081, time 74.18ms, mfu 14.73%
iter 2690: loss 4.9621, time 74.19ms, mfu 14.74%
iter 2700: loss 5.0169, time 74.26ms, mfu 14.73%
iter 2710: loss 4.9636, time 74.25ms, mfu 14.73%
iter 2720: loss 4.8166, time 74.20ms, mfu 14.73%
iter 2730: loss 5.0776, time 74.23ms, mfu 14.73%
iter 2740: loss 4.9357, time 74.22ms, mfu 14.73%
iter 2750: loss 4.8455, time 74.26ms, mfu 14.73%
iter 2760: loss 4.9156, time 74.27ms, mfu 14.73%
iter 2770: loss 5.1013, time 74.26ms, mfu 14.73%
iter 2780: loss 4.9441, time 74.21ms, mfu 14.73%
iter 2790: loss 5.1236, time 74.27ms, mfu 14.73%
iter 2800: loss 4.9505, time 74.23ms, mfu 14.73%
iter 2810: loss 4.8537, time 74.23ms, mfu 14.73%
iter 2820: loss 4.8126, time 74.18ms, mfu 14.73%
iter 2830: loss 4.9192, time 74.20ms, mfu 14.73%
iter 2840: loss 4.8865, time 74.23ms, mfu 14.73%
iter 2850: loss 4.9494, time 74.23ms, mfu 14.73%
iter 2860: loss 4.9137, time 74.24ms, mfu 14.73%
iter 2870: loss 5.0195, time 74.17ms, mfu 14.74%
iter 2880: loss 5.1073, time 74.22ms, mfu 14.74%
iter 2890: loss 5.0076, time 74.25ms, mfu 14.73%
iter 2900: loss 4.9620, time 74.26ms, mfu 14.73%
iter 2910: loss 4.9477, time 74.26ms, mfu 14.73%
iter 2920: loss 4.9280, time 74.21ms, mfu 14.73%
iter 2930: loss 4.7632, time 74.21ms, mfu 14.73%
iter 2940: loss 4.9371, time 74.17ms, mfu 14.74%
iter 2950: loss 4.9690, time 74.21ms, mfu 14.74%
iter 2960: loss 4.8579, time 74.23ms, mfu 14.74%
iter 2970: loss 4.9374, time 74.22ms, mfu 14.74%
iter 2980: loss 4.8001, time 74.22ms, mfu 14.74%
iter 2990: loss 4.8948, time 74.22ms, mfu 14.74%
0.1885986328125
0.8436457316080729
0.8059438069661459
0.6848983764648438
0.5194549560546875
0.5158538818359375
step 3000: train loss 4.8492, val loss 4.8544
saving checkpoint to out-nano-gpt2-BlockReGLU
iter 3000: loss 4.9599, time 17403.46ms, mfu 13.27%
iter 3010: loss 4.6790, time 74.19ms, mfu 13.42%
iter 3020: loss 5.1419, time 74.19ms, mfu 13.55%
iter 3030: loss 4.7106, time 74.13ms, mfu 13.67%
iter 3040: loss 4.8492, time 74.19ms, mfu 13.78%
iter 3050: loss 4.6812, time 74.29ms, mfu 13.87%
iter 3060: loss 4.7959, time 74.29ms, mfu 13.96%
iter 3070: loss 4.8370, time 74.23ms, mfu 14.03%
iter 3080: loss 4.6216, time 74.26ms, mfu 14.10%
iter 3090: loss 4.7833, time 74.27ms, mfu 14.17%
iter 3100: loss 5.0936, time 74.30ms, mfu 14.22%
iter 3110: loss 4.7335, time 74.26ms, mfu 14.27%
iter 3120: loss 4.9471, time 74.29ms, mfu 14.32%
iter 3130: loss 4.8581, time 74.27ms, mfu 14.36%
iter 3140: loss 4.8991, time 74.26ms, mfu 14.39%
iter 3150: loss 4.9822, time 74.33ms, mfu 14.43%
iter 3160: loss 4.9617, time 74.28ms, mfu 14.46%
iter 3170: loss 4.7596, time 74.27ms, mfu 14.48%
iter 3180: loss 4.7844, time 74.23ms, mfu 14.51%
iter 3190: loss 4.9525, time 74.26ms, mfu 14.53%
iter 3200: loss 4.7081, time 74.27ms, mfu 14.55%
iter 3210: loss 4.9569, time 74.27ms, mfu 14.57%
iter 3220: loss 4.7141, time 74.29ms, mfu 14.58%
iter 3230: loss 4.6614, time 74.26ms, mfu 14.60%
iter 3240: loss 4.7802, time 74.28ms, mfu 14.61%
iter 3250: loss 4.8288, time 74.26ms, mfu 14.62%
iter 3260: loss 4.7896, time 74.21ms, mfu 14.63%
iter 3270: loss 4.9300, time 74.30ms, mfu 14.64%
iter 3280: loss 4.8130, time 74.29ms, mfu 14.65%
iter 3290: loss 4.8202, time 74.29ms, mfu 14.66%
iter 3300: loss 4.7130, time 74.25ms, mfu 14.66%
iter 3310: loss 4.7006, time 74.17ms, mfu 14.67%
iter 3320: loss 4.7382, time 74.16ms, mfu 14.68%
iter 3330: loss 4.9147, time 74.17ms, mfu 14.69%
iter 3340: loss 4.7621, time 74.21ms, mfu 14.69%
iter 3350: loss 4.9150, time 74.16ms, mfu 14.70%
iter 3360: loss 4.7640, time 74.18ms, mfu 14.70%
iter 3370: loss 4.7566, time 74.24ms, mfu 14.71%
iter 3380: loss 4.7485, time 74.18ms, mfu 14.71%
iter 3390: loss 4.5668, time 74.16ms, mfu 14.71%
iter 3400: loss 5.0618, time 74.12ms, mfu 14.72%
iter 3410: loss 4.7929, time 74.21ms, mfu 14.72%
iter 3420: loss 4.9061, time 74.19ms, mfu 14.72%
iter 3430: loss 4.6298, time 74.16ms, mfu 14.72%
iter 3440: loss 4.5983, time 74.17ms, mfu 14.73%
iter 3450: loss 4.7655, time 74.16ms, mfu 14.73%
iter 3460: loss 4.8283, time 74.11ms, mfu 14.73%
iter 3470: loss 4.6088, time 74.19ms, mfu 14.73%
iter 3480: loss 4.8204, time 74.16ms, mfu 14.73%
iter 3490: loss 4.8594, time 74.13ms, mfu 14.74%
iter 3500: loss 4.6997, time 74.20ms, mfu 14.74%
iter 3510: loss 4.7684, time 74.20ms, mfu 14.74%
iter 3520: loss 4.8231, time 74.13ms, mfu 14.74%
iter 3530: loss 4.8074, time 74.22ms, mfu 14.74%
iter 3540: loss 4.5983, time 74.17ms, mfu 14.74%
iter 3550: loss 4.7935, time 74.17ms, mfu 14.74%
iter 3560: loss 4.7058, time 74.15ms, mfu 14.74%
iter 3570: loss 4.6046, time 74.20ms, mfu 14.74%
iter 3580: loss 4.8154, time 74.13ms, mfu 14.74%
iter 3590: loss 4.6340, time 74.19ms, mfu 14.74%
iter 3600: loss 4.9039, time 74.16ms, mfu 14.74%
iter 3610: loss 4.6863, time 74.16ms, mfu 14.74%
iter 3620: loss 4.6772, time 74.15ms, mfu 14.74%
iter 3630: loss 4.7396, time 74.16ms, mfu 14.74%
iter 3640: loss 4.8345, time 74.21ms, mfu 14.74%
iter 3650: loss 4.6148, time 74.17ms, mfu 14.74%
iter 3660: loss 4.6390, time 74.17ms, mfu 14.74%
iter 3670: loss 4.8652, time 74.16ms, mfu 14.74%
iter 3680: loss 4.7159, time 74.18ms, mfu 14.74%
iter 3690: loss 4.7873, time 74.18ms, mfu 14.74%
iter 3700: loss 4.7884, time 74.17ms, mfu 14.74%
iter 3710: loss 4.7217, time 74.17ms, mfu 14.74%
iter 3720: loss 4.5556, time 74.15ms, mfu 14.75%
iter 3730: loss 4.6410, time 74.13ms, mfu 14.75%
iter 3740: loss 4.7324, time 74.20ms, mfu 14.75%
iter 3750: loss 4.4435, time 74.19ms, mfu 14.75%
iter 3760: loss 4.7153, time 74.14ms, mfu 14.75%
iter 3770: loss 4.6231, time 74.18ms, mfu 14.75%
iter 3780: loss 4.8102, time 74.19ms, mfu 14.75%
iter 3790: loss 4.5510, time 74.09ms, mfu 14.75%
iter 3800: loss 4.8360, time 74.18ms, mfu 14.75%
iter 3810: loss 4.6972, time 74.16ms, mfu 14.75%
iter 3820: loss 4.6002, time 74.18ms, mfu 14.75%
iter 3830: loss 4.6594, time 74.22ms, mfu 14.75%
iter 3840: loss 4.7173, time 74.16ms, mfu 14.75%
iter 3850: loss 4.7075, time 74.16ms, mfu 14.75%
iter 3860: loss 4.8180, time 74.20ms, mfu 14.75%
iter 3870: loss 4.6341, time 74.18ms, mfu 14.75%
iter 3880: loss 4.3700, time 74.22ms, mfu 14.74%
iter 3890: loss 4.7452, time 74.13ms, mfu 14.75%
iter 3900: loss 4.5586, time 74.18ms, mfu 14.75%
iter 3910: loss 4.6687, time 74.16ms, mfu 14.75%
iter 3920: loss 4.6418, time 74.15ms, mfu 14.75%
iter 3930: loss 4.7756, time 74.19ms, mfu 14.75%
