Overriding config with ./config/train_nano_gpt2.py:
# init_from = 'resume'

out_dir = 'out-nano-gpt2-BlockTReGLU'
eval_interval = 1000
eval_iters = 500 # number of batches for evaluation
log_interval = 10

always_save_checkpoint = False

wandb_log = False

dataset = 'openwebtext'
# 16k tokens for each weight update
gradient_accumulation_steps = 1
batch_size = 16
block_size = 1024

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384

# learning_rate = 2e-4
# min_lr = 2e-5 # learning_rate / 10 usually
learning_rate = 1e-3
min_lr = 1e-4 # learning_rate / 10 usually

# max_iters = 1e5
max_iters = 2e5
lr_decay_iters = 1e5 # make equal to max_iters usually

warmup_iters = 100

tokens per iteration will be: 16,384
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
number of parameters: 29.98M
num decayed parameter tensors: 38, with 30,363,648 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 840: loss 5.8759, time 74.72ms, mfu 14.66%
iter 850: loss 5.7513, time 74.88ms, mfu 14.66%
iter 860: loss 5.5922, time 74.49ms, mfu 14.66%
iter 870: loss 5.6529, time 74.49ms, mfu 14.66%
iter 880: loss 5.8015, time 74.37ms, mfu 14.66%
iter 890: loss 5.7269, time 74.48ms, mfu 14.67%
iter 900: loss 5.4649, time 74.72ms, mfu 14.66%
iter 910: loss 5.7107, time 74.49ms, mfu 14.66%
iter 920: loss 5.6763, time 74.54ms, mfu 14.66%
iter 930: loss 5.7432, time 74.33ms, mfu 14.67%
iter 940: loss 5.4326, time 74.17ms, mfu 14.67%
iter 950: loss 5.6782, time 74.41ms, mfu 14.68%
iter 960: loss 5.7958, time 74.25ms, mfu 14.68%
iter 970: loss 5.6575, time 74.56ms, mfu 14.68%
iter 980: loss 5.5491, time 74.51ms, mfu 14.68%
iter 990: loss 5.5968, time 74.35ms, mfu 14.68%
0.003742218017578125
0.6767959594726562
0.7614021301269531
0.5594825744628906
0.5277023315429688
0.8132972717285156
step 1000: train loss 5.6262, val loss 5.6305
saving checkpoint to out-nano-gpt2-BlockTReGLU
iter 1000: loss 5.6269, time 17529.80ms, mfu 13.22%
iter 1010: loss 5.8056, time 75.68ms, mfu 13.34%
iter 1020: loss 5.7773, time 73.38ms, mfu 13.50%
iter 1030: loss 5.6008, time 74.83ms, mfu 13.61%
iter 1040: loss 5.4187, time 74.80ms, mfu 13.71%
iter 1050: loss 5.5325, time 74.43ms, mfu 13.81%
iter 1060: loss 5.4686, time 74.80ms, mfu 13.89%
iter 1070: loss 5.5766, time 75.36ms, mfu 13.95%
iter 1080: loss 5.6701, time 75.01ms, mfu 14.01%
iter 1090: loss 5.6788, time 73.66ms, mfu 14.09%
iter 1100: loss 5.7682, time 74.59ms, mfu 14.15%
iter 1110: loss 5.4948, time 74.49ms, mfu 14.20%
iter 1120: loss 5.6558, time 74.67ms, mfu 14.25%
iter 1130: loss 5.3687, time 74.76ms, mfu 14.28%
iter 1140: loss 5.5032, time 73.29ms, mfu 14.35%
iter 1150: loss 5.5866, time 74.18ms, mfu 14.39%
iter 1160: loss 5.6941, time 74.71ms, mfu 14.41%
iter 1170: loss 5.5546, time 75.80ms, mfu 14.41%
iter 1180: loss 5.3984, time 75.43ms, mfu 14.42%
iter 1190: loss 5.6829, time 73.08ms, mfu 14.47%
iter 1200: loss 5.3253, time 74.62ms, mfu 14.49%
iter 1210: loss 5.5711, time 74.56ms, mfu 14.51%
iter 1220: loss 5.4513, time 74.41ms, mfu 14.53%
iter 1230: loss 5.7080, time 74.61ms, mfu 14.54%
iter 1240: loss 5.7722, time 74.59ms, mfu 14.55%
iter 1250: loss 5.5127, time 73.78ms, mfu 14.58%
iter 1260: loss 5.4386, time 74.54ms, mfu 14.59%
iter 1270: loss 5.5313, time 74.40ms, mfu 14.60%
iter 1280: loss 5.4457, time 74.63ms, mfu 14.60%
iter 1290: loss 5.4297, time 74.78ms, mfu 14.60%
iter 1300: loss 5.3672, time 74.63ms, mfu 14.61%
iter 1310: loss 5.4385, time 74.54ms, mfu 14.61%
iter 1320: loss 5.5265, time 74.56ms, mfu 14.62%
iter 1330: loss 5.4802, time 74.58ms, mfu 14.62%
iter 1340: loss 5.4576, time 74.89ms, mfu 14.62%
iter 1350: loss 5.3367, time 74.61ms, mfu 14.62%
iter 1360: loss 5.5419, time 74.62ms, mfu 14.63%
iter 1370: loss 5.3808, time 74.62ms, mfu 14.63%
iter 1380: loss 5.3127, time 74.38ms, mfu 14.63%
iter 1390: loss 5.4165, time 74.81ms, mfu 14.63%
iter 1400: loss 5.4009, time 74.62ms, mfu 14.63%
iter 1410: loss 5.4648, time 74.88ms, mfu 14.63%
iter 1420: loss 5.4786, time 74.58ms, mfu 14.63%
iter 1430: loss 5.3518, time 73.37ms, mfu 14.66%
iter 1440: loss 5.2962, time 74.63ms, mfu 14.66%
iter 1450: loss 5.5491, time 74.57ms, mfu 14.66%
iter 1460: loss 5.5039, time 75.06ms, mfu 14.65%
iter 1470: loss 5.3552, time 74.60ms, mfu 14.65%
iter 1480: loss 5.6168, time 74.09ms, mfu 14.66%
iter 1490: loss 5.4832, time 74.58ms, mfu 14.66%
iter 1500: loss 5.2471, time 74.67ms, mfu 14.66%
iter 1510: loss 5.4221, time 74.59ms, mfu 14.66%
iter 1520: loss 5.3153, time 74.94ms, mfu 14.65%
iter 1530: loss 5.3336, time 74.50ms, mfu 14.65%
iter 1540: loss 5.4299, time 74.58ms, mfu 14.65%
iter 1550: loss 5.2079, time 74.55ms, mfu 14.65%
iter 1560: loss 5.2931, time 74.56ms, mfu 14.65%
iter 1570: loss 5.1865, time 74.78ms, mfu 14.65%
iter 1580: loss 5.4967, time 74.68ms, mfu 14.65%
iter 1590: loss 5.3446, time 74.62ms, mfu 14.65%
iter 1600: loss 5.4537, time 75.17ms, mfu 14.64%
iter 1610: loss 5.4449, time 74.56ms, mfu 14.64%
iter 1620: loss 5.3419, time 74.94ms, mfu 14.64%
iter 1630: loss 5.3552, time 74.51ms, mfu 14.64%
iter 1640: loss 5.2350, time 74.58ms, mfu 14.64%
iter 1650: loss 5.1786, time 74.60ms, mfu 14.64%
iter 1660: loss 5.5539, time 74.59ms, mfu 14.64%
iter 1670: loss 5.1436, time 74.67ms, mfu 14.64%
iter 1680: loss 5.3744, time 74.35ms, mfu 14.65%
iter 1690: loss 5.3863, time 74.66ms, mfu 14.65%
iter 1700: loss 5.2160, time 74.73ms, mfu 14.65%
iter 1710: loss 5.1980, time 74.54ms, mfu 14.65%
iter 1720: loss 5.1735, time 74.50ms, mfu 14.65%
iter 1730: loss 5.3664, time 74.44ms, mfu 14.65%
iter 1740: loss 5.3933, time 74.51ms, mfu 14.66%
iter 1750: loss 5.3638, time 74.57ms, mfu 14.66%
iter 1760: loss 5.6347, time 74.69ms, mfu 14.65%
iter 1770: loss 5.4619, time 74.65ms, mfu 14.65%
iter 1780: loss 5.4360, time 74.58ms, mfu 14.65%
iter 1790: loss 5.5613, time 74.61ms, mfu 14.65%
iter 1800: loss 5.2259, time 74.65ms, mfu 14.65%
iter 1810: loss 5.0778, time 74.16ms, mfu 14.66%
iter 1820: loss 5.2847, time 74.36ms, mfu 14.66%
iter 1830: loss 5.2165, time 74.68ms, mfu 14.66%
iter 1840: loss 5.2267, time 74.69ms, mfu 14.66%
iter 1850: loss 5.3919, time 74.85ms, mfu 14.65%
iter 1860: loss 5.0982, time 74.78ms, mfu 14.65%
iter 1870: loss 5.2820, time 74.58ms, mfu 14.65%
iter 1880: loss 5.2073, time 74.73ms, mfu 14.65%
iter 1890: loss 5.3125, time 75.87ms, mfu 14.62%
iter 1900: loss 5.0052, time 74.60ms, mfu 14.63%
iter 1910: loss 5.0429, time 74.61ms, mfu 14.63%
iter 1920: loss 5.3137, time 74.57ms, mfu 14.63%
iter 1930: loss 5.3142, time 74.43ms, mfu 14.64%
iter 1940: loss 5.3908, time 74.79ms, mfu 14.64%
iter 1950: loss 5.3101, time 74.65ms, mfu 14.64%
iter 1960: loss 5.1589, time 74.46ms, mfu 14.64%
iter 1970: loss 5.3760, time 74.76ms, mfu 14.64%
iter 1980: loss 5.2021, time 74.35ms, mfu 14.65%
iter 1990: loss 5.3021, time 74.84ms, mfu 14.64%
0.0026092529296875
0.7174415588378906
0.8100204467773438
0.4173774719238281
0.4452781677246094
0.5580863952636719
step 2000: train loss 5.1834, val loss 5.1884
saving checkpoint to out-nano-gpt2-BlockTReGLU
iter 2000: loss 5.2089, time 17581.41ms, mfu 13.18%
iter 2010: loss 5.3604, time 74.70ms, mfu 13.33%
iter 2020: loss 5.0759, time 74.59ms, mfu 13.46%
iter 2030: loss 5.1901, time 74.66ms, mfu 13.58%
iter 2040: loss 4.9946, time 74.57ms, mfu 13.69%
iter 2050: loss 5.2302, time 74.59ms, mfu 13.78%
iter 2060: loss 5.1669, time 74.59ms, mfu 13.87%
iter 2070: loss 5.0571, time 74.62ms, mfu 13.95%
iter 2080: loss 5.0664, time 74.57ms, mfu 14.02%
iter 2090: loss 4.9899, time 74.63ms, mfu 14.08%
iter 2100: loss 5.1581, time 74.67ms, mfu 14.14%
iter 2110: loss 5.2188, time 74.62ms, mfu 14.19%
iter 2120: loss 5.3399, time 74.61ms, mfu 14.24%
iter 2130: loss 5.1965, time 74.57ms, mfu 14.28%
iter 2140: loss 5.0387, time 74.59ms, mfu 14.32%
iter 2150: loss 4.9045, time 74.64ms, mfu 14.35%
iter 2160: loss 5.3109, time 74.66ms, mfu 14.38%
iter 2170: loss 5.1517, time 74.65ms, mfu 14.40%
iter 2180: loss 5.0410, time 74.58ms, mfu 14.43%
iter 2190: loss 5.2399, time 74.63ms, mfu 14.45%
iter 2200: loss 5.0985, time 74.62ms, mfu 14.47%
iter 2210: loss 5.0550, time 74.57ms, mfu 14.49%
iter 2220: loss 5.0777, time 74.65ms, mfu 14.51%
iter 2230: loss 4.8932, time 74.65ms, mfu 14.52%
iter 2240: loss 5.0987, time 74.56ms, mfu 14.53%
iter 2250: loss 5.2619, time 75.88ms, mfu 14.52%
iter 2260: loss 4.9927, time 74.65ms, mfu 14.53%
iter 2270: loss 5.0671, time 74.56ms, mfu 14.55%
iter 2280: loss 4.9741, time 74.61ms, mfu 14.56%
iter 2290: loss 5.1709, time 74.62ms, mfu 14.57%
iter 2300: loss 5.0971, time 74.58ms, mfu 14.57%
iter 2310: loss 5.1885, time 74.57ms, mfu 14.58%
iter 2320: loss 4.9578, time 74.57ms, mfu 14.59%
iter 2330: loss 5.1375, time 75.21ms, mfu 14.59%
iter 2340: loss 5.1252, time 74.62ms, mfu 14.59%
iter 2350: loss 5.1189, time 74.62ms, mfu 14.60%
iter 2360: loss 5.2154, time 74.65ms, mfu 14.60%
iter 2370: loss 5.2055, time 74.62ms, mfu 14.61%
iter 2380: loss 5.0979, time 74.49ms, mfu 14.61%
iter 2390: loss 4.9815, time 74.49ms, mfu 14.62%
iter 2400: loss 5.0500, time 73.81ms, mfu 14.64%
iter 2410: loss 5.1176, time 74.90ms, mfu 14.63%
iter 2420: loss 5.0270, time 74.27ms, mfu 14.64%
iter 2430: loss 4.8804, time 75.05ms, mfu 14.63%
iter 2440: loss 4.9994, time 74.56ms, mfu 14.64%
iter 2450: loss 4.9030, time 74.56ms, mfu 14.64%
iter 2460: loss 5.2870, time 74.56ms, mfu 14.64%
iter 2470: loss 5.1111, time 74.58ms, mfu 14.64%
iter 2480: loss 5.2335, time 74.59ms, mfu 14.64%
iter 2490: loss 5.0715, time 74.56ms, mfu 14.65%
iter 2500: loss 5.2553, time 74.61ms, mfu 14.65%
iter 2510: loss 5.2080, time 74.61ms, mfu 14.65%
iter 2520: loss 5.0581, time 74.60ms, mfu 14.65%
iter 2530: loss 4.9935, time 74.33ms, mfu 14.65%
iter 2540: loss 5.3025, time 74.64ms, mfu 14.65%
iter 2550: loss 5.0031, time 74.66ms, mfu 14.65%
iter 2560: loss 5.2899, time 73.21ms, mfu 14.68%
iter 2570: loss 4.9112, time 74.60ms, mfu 14.68%
iter 2580: loss 5.0432, time 74.62ms, mfu 14.67%
iter 2590: loss 4.7560, time 74.56ms, mfu 14.67%
iter 2600: loss 4.8116, time 74.56ms, mfu 14.67%
iter 2610: loss 4.8842, time 74.56ms, mfu 14.67%
iter 2620: loss 5.0886, time 74.64ms, mfu 14.67%
iter 2630: loss 4.8587, time 74.61ms, mfu 14.67%
iter 2640: loss 5.0765, time 74.54ms, mfu 14.67%
iter 2650: loss 4.9907, time 74.61ms, mfu 14.67%
iter 2660: loss 5.1027, time 74.55ms, mfu 14.66%
iter 2670: loss 5.0316, time 82.17ms, mfu 14.53%
iter 2680: loss 5.1653, time 74.58ms, mfu 14.54%
iter 2690: loss 4.9449, time 74.63ms, mfu 14.55%
iter 2700: loss 4.8494, time 74.40ms, mfu 14.57%
iter 2710: loss 4.9624, time 74.64ms, mfu 14.57%
iter 2720: loss 4.7507, time 74.62ms, mfu 14.58%
iter 2730: loss 5.0708, time 74.67ms, mfu 14.59%
iter 2740: loss 4.8973, time 74.69ms, mfu 14.59%
iter 2750: loss 4.8179, time 74.63ms, mfu 14.60%
iter 2760: loss 5.0508, time 74.62ms, mfu 14.60%
iter 2770: loss 4.9405, time 74.56ms, mfu 14.61%
iter 2780: loss 4.8824, time 74.68ms, mfu 14.61%
iter 2790: loss 4.9594, time 74.60ms, mfu 14.62%
iter 2800: loss 4.9263, time 74.46ms, mfu 14.62%
iter 2810: loss 4.8743, time 74.60ms, mfu 14.63%
iter 2820: loss 4.8288, time 74.67ms, mfu 14.63%
iter 2830: loss 4.9740, time 74.63ms, mfu 14.63%
iter 2840: loss 4.8643, time 74.60ms, mfu 14.63%
iter 2850: loss 5.3311, time 74.68ms, mfu 14.63%
iter 2860: loss 5.1116, time 74.67ms, mfu 14.63%
iter 2870: loss 4.7857, time 74.60ms, mfu 14.63%
iter 2880: loss 4.7748, time 74.58ms, mfu 14.64%
iter 2890: loss 4.8784, time 74.35ms, mfu 14.64%
iter 2900: loss 5.0357, time 74.68ms, mfu 14.64%
iter 2910: loss 4.7689, time 74.65ms, mfu 14.64%
iter 2920: loss 4.8478, time 74.65ms, mfu 14.64%
iter 2930: loss 4.7770, time 74.57ms, mfu 14.64%
iter 2940: loss 4.9498, time 74.59ms, mfu 14.65%
iter 2950: loss 5.0207, time 74.65ms, mfu 14.65%
iter 2960: loss 4.9032, time 74.64ms, mfu 14.65%
iter 2970: loss 4.9095, time 74.58ms, mfu 14.65%
iter 2980: loss 4.8530, time 74.58ms, mfu 14.65%
iter 2990: loss 4.9193, time 74.60ms, mfu 14.65%
0.001651763916015625
0.7075653076171875
0.8016204833984375
0.3443756103515625
0.3841209411621094
0.36301422119140625
step 3000: train loss 4.9470, val loss 4.9447
saving checkpoint to out-nano-gpt2-BlockTReGLU
iter 3000: loss 4.9583, time 17900.34ms, mfu 13.19%
iter 3010: loss 4.8101, time 74.60ms, mfu 13.34%
iter 3020: loss 4.8236, time 74.61ms, mfu 13.47%
iter 3030: loss 4.8911, time 74.50ms, mfu 13.59%
iter 3040: loss 4.8081, time 74.57ms, mfu 13.70%
iter 3050: loss 5.0051, time 74.63ms, mfu 13.79%
iter 3060: loss 4.8710, time 74.58ms, mfu 13.88%
iter 3070: loss 4.8548, time 74.66ms, mfu 13.95%
iter 3080: loss 4.9618, time 74.63ms, mfu 14.02%
iter 3090: loss 4.9718, time 74.67ms, mfu 14.08%
iter 3100: loss 5.0596, time 74.63ms, mfu 14.14%
iter 3110: loss 4.8005, time 74.68ms, mfu 14.19%
iter 3120: loss 4.8284, time 74.67ms, mfu 14.24%
iter 3130: loss 4.8443, time 74.19ms, mfu 14.29%
iter 3140: loss 4.9703, time 74.67ms, mfu 14.32%
iter 3150: loss 4.8924, time 74.51ms, mfu 14.36%
iter 3160: loss 4.9608, time 74.66ms, mfu 14.38%
iter 3170: loss 4.9849, time 74.30ms, mfu 14.42%
iter 3180: loss 5.0219, time 74.68ms, mfu 14.44%
iter 3190: loss 4.8373, time 74.59ms, mfu 14.46%
iter 3200: loss 4.8307, time 74.65ms, mfu 14.48%
iter 3210: loss 4.7753, time 74.67ms, mfu 14.49%
iter 3220: loss 4.7977, time 74.56ms, mfu 14.51%
iter 3230: loss 4.8581, time 74.58ms, mfu 14.53%
iter 3240: loss 4.8234, time 74.47ms, mfu 14.54%
iter 3250: loss 4.7364, time 74.72ms, mfu 14.55%
iter 3260: loss 4.9140, time 74.79ms, mfu 14.56%
iter 3270: loss 4.8564, time 74.78ms, mfu 14.56%
iter 3280: loss 4.9008, time 74.53ms, mfu 14.57%
iter 3290: loss 4.8487, time 74.63ms, mfu 14.58%
iter 3300: loss 5.0865, time 74.67ms, mfu 14.59%
iter 3310: loss 4.8824, time 74.60ms, mfu 14.59%
iter 3320: loss 4.9276, time 74.54ms, mfu 14.60%
iter 3330: loss 5.0187, time 81.59ms, mfu 14.48%
iter 3340: loss 4.8086, time 74.67ms, mfu 14.50%
iter 3350: loss 4.8548, time 74.72ms, mfu 14.51%
iter 3360: loss 4.8908, time 74.41ms, mfu 14.53%
iter 3370: loss 4.8912, time 74.75ms, mfu 14.54%
iter 3380: loss 4.8227, time 74.67ms, mfu 14.55%
iter 3390: loss 4.7975, time 74.44ms, mfu 14.56%
iter 3400: loss 4.6358, time 74.68ms, mfu 14.57%
iter 3410: loss 4.9900, time 74.78ms, mfu 14.57%
iter 3420: loss 4.7882, time 74.62ms, mfu 14.58%
iter 3430: loss 4.6920, time 74.62ms, mfu 14.59%
iter 3440: loss 4.9822, time 74.71ms, mfu 14.59%
iter 3450: loss 5.0446, time 74.64ms, mfu 14.60%
iter 3460: loss 4.8277, time 74.56ms, mfu 14.60%
iter 3470: loss 4.8210, time 74.46ms, mfu 14.61%
iter 3480: loss 4.7448, time 74.71ms, mfu 14.61%
iter 3490: loss 4.8055, time 74.82ms, mfu 14.61%
iter 3500: loss 4.7042, time 74.65ms, mfu 14.62%
iter 3510: loss 4.7398, time 74.53ms, mfu 14.62%
iter 3520: loss 4.7503, time 74.49ms, mfu 14.63%
iter 3530: loss 4.9992, time 74.58ms, mfu 14.63%
iter 3540: loss 4.9493, time 74.57ms, mfu 14.63%
iter 3550: loss 4.8529, time 74.09ms, mfu 14.64%
iter 3560: loss 4.8202, time 74.63ms, mfu 14.65%
iter 3570: loss 4.8739, time 74.57ms, mfu 14.65%
iter 3580: loss 4.8893, time 74.17ms, mfu 14.66%
iter 3590: loss 4.8637, time 74.82ms, mfu 14.65%
iter 3600: loss 4.6824, time 74.59ms, mfu 14.65%
iter 3610: loss 4.8094, time 74.55ms, mfu 14.65%
iter 3620: loss 4.8758, time 74.58ms, mfu 14.65%
iter 3630: loss 4.7957, time 74.56ms, mfu 14.65%
iter 3640: loss 4.9581, time 74.36ms, mfu 14.66%
iter 3650: loss 4.7706, time 74.48ms, mfu 14.66%
iter 3660: loss 4.9291, time 74.76ms, mfu 14.66%
iter 3670: loss 4.7756, time 74.55ms, mfu 14.66%
iter 3680: loss 4.7203, time 74.54ms, mfu 14.66%
iter 3690: loss 4.7663, time 74.56ms, mfu 14.66%
iter 3700: loss 4.7330, time 74.54ms, mfu 14.66%
iter 3710: loss 4.7827, time 74.59ms, mfu 14.66%
iter 3720: loss 4.8236, time 74.36ms, mfu 14.66%
iter 3730: loss 4.7180, time 74.76ms, mfu 14.66%
iter 3740: loss 4.8249, time 74.76ms, mfu 14.65%
iter 3750: loss 4.6450, time 74.52ms, mfu 14.66%
iter 3760: loss 4.6864, time 74.56ms, mfu 14.66%
iter 3770: loss 4.9306, time 74.62ms, mfu 14.66%
iter 3780: loss 4.9246, time 74.58ms, mfu 14.66%
iter 3790: loss 4.8597, time 74.39ms, mfu 14.66%
iter 3800: loss 4.7501, time 74.60ms, mfu 14.66%
iter 3810: loss 4.7462, time 74.72ms, mfu 14.66%
iter 3820: loss 4.8549, time 74.59ms, mfu 14.66%
iter 3830: loss 4.6944, time 74.58ms, mfu 14.66%
iter 3840: loss 4.8851, time 74.59ms, mfu 14.66%
iter 3850: loss 4.8018, time 74.50ms, mfu 14.66%
iter 3860: loss 4.6489, time 74.42ms, mfu 14.66%
iter 3870: loss 4.7479, time 74.49ms, mfu 14.66%
iter 3880: loss 4.6946, time 74.86ms, mfu 14.66%
iter 3890: loss 4.6064, time 74.65ms, mfu 14.65%
iter 3900: loss 4.8223, time 74.64ms, mfu 14.65%
iter 3910: loss 4.7397, time 74.55ms, mfu 14.65%
iter 3920: loss 4.6141, time 74.46ms, mfu 14.66%
iter 3930: loss 4.7838, time 74.48ms, mfu 14.66%
iter 3940: loss 4.6525, time 74.55ms, mfu 14.66%
iter 3950: loss 4.5702, time 74.69ms, mfu 14.66%
iter 3960: loss 4.9831, time 74.48ms, mfu 14.66%
iter 3970: loss 4.7691, time 74.56ms, mfu 14.66%
iter 3980: loss 4.7499, time 74.60ms, mfu 14.66%
